STNAM,FIPST,LEAID,ST_LEAID,LEANM,ST_SCHID,SCHNAM,ALL_RATE_1617
TEXAS,48,4824600,TX-246907,JARRELL ISD,TX-246907-246907001,JARRELL H S,GE95
TEXAS,48,4824630,TX-121904,JASPER ISD,TX-121904-121904001,JASPER H S,90-94
TEXAS,48,4824660,TX-132902,JAYTON-GIRARD ISD,TX-132902-132902001,JAYTON SCHOOLS,GE50
TEXAS,48,4824730,TX-155901,JEFFERSON ISD,TX-155901-155901002,JEFFERSON H S,GE95
TEXAS,48,4824750,TX-124901,JIM HOGG COUNTY ISD,TX-124901-124901001,HEBBRONVILLE EARLY COLLEGE H S,GE95
TEXAS,48,4824780,TX-221911,JIM NED CISD,TX-221911-221911001,JIM NED H S,GE95
TEXAS,48,4824810,TX-210902,JOAQUIN ISD,TX-210902-210902001,JOAQUIN H S,GE90
TEXAS,48,4824840,TX-016901,JOHNSON CITY ISD,TX-016901-016901001,LYNDON B JOHNSON H S,90-94
TEXAS,48,4824900,TX-050909,JONESBORO ISD,TX-050909-050909001,JONESBORO SCHOOL,GE80
TEXAS,48,4824930,TX-126905,JOSHUA ISD,TX-126905-126905001,JOSHUA H S,98
TEXAS,48,4824930,TX-126905,JOSHUA ISD,TX-126905-126905002,NEW HORIZON H S,GE90
TEXAS,48,4824960,TX-007902,JOURDANTON ISD,TX-007902-007902001,JOURDANTON H S,GE95
TEXAS,48,4824990,TX-015916,JUDSON ISD,TX-015916-015916001,JUDSON H S,86
TEXAS,48,4824990,TX-015916,JUDSON ISD,TX-015916-015916003,JUDSON LEARNING ACAD,70-74
TEXAS,48,4824990,TX-015916,JUDSON ISD,TX-015916-015916008,KAREN WAGNER H S,83
TEXAS,48,4824990,TX-015916,JUDSON ISD,TX-015916-015916009,JUDSON EARLY COLLEGE ACADEMY,GE95
TEXAS,48,4825020,TX-134901,JUNCTION ISD,TX-134901-134901001,JUNCTION H S,GE90
TEXAS,48,4825140,TX-128901,KARNES CITY ISD,TX-128901-128901001,KARNES CITY H S,GE90
TEXAS,48,4825170,TX-101914,KATY ISD,TX-101914-101914001,KATY H S,93
TEXAS,48,4825170,TX-101914,KATY ISD,TX-101914-101914003,OPPORT AWARENESS CTR,PS
TEXAS,48,4825170,TX-101914,KATY ISD,TX-101914-101914002,TAYLOR H S,97
TEXAS,48,4825170,TX-101914,KATY ISD,TX-101914-101914005,MAYDE CREEK H S,90
TEXAS,48,4825170,TX-101914,KATY ISD,TX-101914-101914007,CINCO RANCH H S,97
TEXAS,48,4825170,TX-101914,KATY ISD,TX-101914-101914011,RAINES H S,55-59
TEXAS,48,4825170,TX-101914,KATY ISD,TX-101914-101914009,MORTON RANCH H S,91
TEXAS,48,4825170,TX-101914,KATY ISD,TX-101914-101914010,SEVEN LAKES H S,98
TEXAS,48,4825200,TX-129903,KAUFMAN ISD,TX-129903-129903001,KAUFMAN H S,96
TEXAS,48,4825200,TX-129903,KAUFMAN ISD,TX-129903-129903003,GARY W CAMPBELL H S,40-59
TEXAS,48,4825230,TX-126906,KEENE ISD,TX-126906-126906001,KEENE H S,GE95
TEXAS,48,4825230,TX-126906,KEENE ISD,TX-126906-126906002,ALTER LEARNING CTR,GE50
TEXAS,48,4825260,TX-220907,KELLER ISD,TX-220907-220907001,KELLER H S,98
TEXAS,48,4825260,TX-220907,KELLER ISD,TX-220907-220907039,NEW DIRECTION LRN CTR,70-79
TEXAS,48,4825260,TX-220907,KELLER ISD,TX-220907-220907002,FOSSIL RIDGE H S,92
TEXAS,48,4825260,TX-220907,KELLER ISD,TX-220907-220907004,CENTRAL H S,97
TEXAS,48,4825260,TX-220907,KELLER ISD,TX-220907-220907005,TIMBER CREEK H S,95
TEXAS,48,4825290,TX-242905,KELTON ISD,TX-242905-242905001,KELTON SCHOOL,GE50
TEXAS,48,4825320,TX-129904,KEMP ISD,TX-129904-129904001,KEMP H S,GE95
TEXAS,48,4825440,TX-128902,KENEDY ISD,TX-128902-128902001,KENEDY H S,80-89
TEXAS,48,4825470,TX-113906,KENNARD ISD,TX-113906-113906001,KENNARD H S,GE80
TEXAS,48,4825500,TX-220914,KENNEDALE ISD,TX-220914-220914001,KENNEDALE H S,91
TEXAS,48,4825530,TX-175907,KERENS ISD,TX-175907-175907001,KERENS SCHOOL,GE90
TEXAS,48,4825560,TX-248901,KERMIT ISD,TX-248901-248901001,KERMIT H S,GE95
TEXAS,48,4825590,TX-133903,KERRVILLE ISD,TX-133903-133903001,TIVY H S,GE99
TEXAS,48,4825590,TX-133903,KERRVILLE ISD,TX-133903-133903105,HILL COUNTRY H S,70-74
TEXAS,48,4825620,TX-092902,KILGORE ISD,TX-092902-092902002,KILGORE H S,95
TEXAS,48,4825660,TX-014906,KILLEEN ISD,TX-014906-014906002,C E ELLISON H S,92
TEXAS,48,4825660,TX-014906,KILLEEN ISD,TX-014906-014906001,KILLEEN H S,94
TEXAS,48,4825660,TX-014906,KILLEEN ISD,TX-014906-014906004,GATEWAY H S,PS
TEXAS,48,4825660,TX-014906,KILLEEN ISD,TX-014906-014906007,HARKER HEIGHTS H S,92
TEXAS,48,4825660,TX-014906,KILLEEN ISD,TX-014906-014906008,ROBERT M SHOEMAKER H S,90
TEXAS,48,4825660,TX-014906,KILLEEN ISD,TX-014906-014906006,PATHWAYS ACADEMIC CAMPUS,45
TEXAS,48,4825680,TX-137901,KINGSVILLE ISD,TX-137901-137901001,H M KING H S,85-89
TEXAS,48,4825680,TX-137901,KINGSVILLE ISD,TX-137901-137901005,POGUE OPTIONS ALTERNATIVE ACADEMY,60-79
TEXAS,48,4825710,TX-121905,KIRBYVILLE CISD,TX-121905-121905001,KIRBYVILLE H S,GE95
TEXAS,48,4825740,TX-101915,KLEIN ISD,TX-101915-101915001,KLEIN H S,91
TEXAS,48,4825740,TX-101915,KLEIN ISD,TX-101915-101915002,KLEIN FOREST H S,88
TEXAS,48,4825740,TX-101915,KLEIN ISD,TX-101915-101915003,KLEIN OAK H S,96
TEXAS,48,4825740,TX-101915,KLEIN ISD,TX-101915-101915004,KLEIN COLLINS H S,93
TEXAS,48,4825790,TX-058905,KLONDIKE ISD,TX-058905-058905001,KLONDIKE ISD,GE50
TEXAS,48,4825800,TX-232901,KNIPPA ISD,TX-232901-232901001,KNIPPA SCHOOL,GE80
TEXAS,48,4825870,TX-138902,KNOX CITY-O'BRIEN CISD,TX-138902-138902001,KNOX CITY H S,GE80
TEXAS,48,4825890,TX-018907,KOPPERL ISD,TX-018907-018907001,KOPPERL SCHOOL,GE80
TEXAS,48,4825920,TX-100903,KOUNTZE ISD,TX-100903-100903002,KOUNTZE H S,GE90
TEXAS,48,4825950,TX-219905,KRESS ISD,TX-219905-219905001,KRESS H S,GE80
TEXAS,48,4825980,TX-061905,KRUM ISD,TX-061905-061905001,KRUM H S,GE95
TEXAS,48,4826040,TX-031905,LA FERIA ISD,TX-031905-031905001,LA FERIA H S,GE95
TEXAS,48,4826040,TX-031905,LA FERIA ISD,TX-031905-031905002,LA FERIA ACADEMY,60-69
TEXAS,48,4826100,TX-075902,LA GRANGE ISD,TX-075902-075902001,LA GRANGE H S,90-94
TEXAS,48,4826130,TX-108912,LA JOYA ISD,TX-108912-108912001,LA JOYA H S,85
TEXAS,48,4826130,TX-108912,LA JOYA ISD,TX-108912-108912004,JUAREZ-LINCOLN H S,85
TEXAS,48,4826130,TX-108912,LA JOYA ISD,TX-108912-108912007,LA JOYA PALMVIEW H S,90
TEXAS,48,4826130,TX-108912,LA JOYA ISD,TX-108912-108912008,JIMMY CARTER EARLY COLLEGE H S,GE95
TEXAS,48,4826190,TX-101916,LA PORTE ISD,TX-101916-101916002,VIOLA DEWALT H S,60-69
TEXAS,48,4826190,TX-101916,LA PORTE ISD,TX-101916-101916001,LA PORTE H S,94
TEXAS,48,4826220,TX-107910,LAPOYNOR ISD,TX-107910-107910001,LAPOYNOR H S,GE80
TEXAS,48,4826250,TX-254902,LA PRYOR ISD,TX-254902-254902001,LA PRYOR H S,GE90
TEXAS,48,4826280,TX-161906,LA VEGA ISD,TX-161906-161906002,LA VEGA H S,85-89
TEXAS,48,4826310,TX-247903,LA VERNIA ISD,TX-247903-247903001,LA VERNIA H S,96
TEXAS,48,4826340,TX-108914,LA VILLA ISD,TX-108914-108914001,LA VILLA EARLY COLLEGE H S,80-89
TEXAS,48,4826370,TX-015913,LACKLAND ISD,TX-015913-015913001,VIRGINIA ALLRED STACEY JR/SR H S,GE90
TEXAS,48,4826400,TX-227912,LAGO VISTA ISD,TX-227912-227912001,LAGO VISTA H S,GE95
TEXAS,48,4826430,TX-061912,LAKE DALLAS ISD,TX-061912-061912001,LAKE DALLAS H S,98
TEXAS,48,4826470,TX-227913,LAKE TRAVIS ISD,TX-227913-227913001,LAKE TRAVIS H S,96
TEXAS,48,4826490,TX-220910,LAKE WORTH ISD,TX-220910-220910001,LAKE WORTH H S,90-94
TEXAS,48,4826580,TX-079901,LAMAR CISD,TX-079901-079901001,LAMAR CONS H S,86
TEXAS,48,4826580,TX-079901,LAMAR CISD,TX-079901-079901002,B F TERRY H S,91
TEXAS,48,4826580,TX-079901,LAMAR CISD,TX-079901-079901003,FOSTER H S,97
TEXAS,48,4826580,TX-079901,LAMAR CISD,TX-079901-079901009,GEORGE RANCH H S,97
TEXAS,48,4826610,TX-058906,LAMESA ISD,TX-058906-058906001,LAMESA H S,GE95
TEXAS,48,4826610,TX-058906,LAMESA ISD,TX-058906-058906004,LAMESA SUCCESS ACADEMY,GE80
TEXAS,48,4826640,TX-141901,LAMPASAS ISD,TX-141901-141901001,LAMPASAS H S,GE99
TEXAS,48,4826670,TX-057913,LANCASTER ISD,TX-057913-057913001,LANCASTER H S,97
TEXAS,48,4826700,TX-201903,LANEVILLE ISD,TX-201903-201903001,LANEVILLE SCHOOL,GE50
TEXAS,48,4826790,TX-240901,LAREDO ISD,TX-240901-240901001,MARTIN H S,85
TEXAS,48,4826790,TX-240901,LAREDO ISD,TX-240901-240901002,NIXON H S,94
TEXAS,48,4826790,TX-240901,LAREDO ISD,TX-240901-240901003,DR LEO CIGARROA H S,92
TEXAS,48,4826790,TX-240901,LAREDO ISD,TX-240901-240901007,F S LARA ACADEMY,PS
TEXAS,48,4826790,TX-240901,LAREDO ISD,TX-240901-240901008,HECTOR J GARCIA EARLY COLLEGE H S,GE95
TEXAS,48,4826850,TX-245901,LASARA ISD,TX-245901-245901001,LASARA H S,GE80
TEXAS,48,4826910,TX-113905,LATEXO ISD,TX-113905-113905001,LATEXO H S,GE90
TEXAS,48,4826970,TX-185904,LAZBUDDIE ISD,TX-185904-185904001,LAZBUDDIE SCHOOL,GE50
TEXAS,48,4827000,TX-193902,LEAKEY ISD,TX-193902-193902001,LEAKEY SCHOOL,GE80
TEXAS,48,4827030,TX-246913,LEANDER ISD,TX-246913-246913001,LEANDER H S,93
TEXAS,48,4827030,TX-246913,LEANDER ISD,TX-246913-246913002,CEDAR PARK H S,97
TEXAS,48,4827030,TX-246913,LEANDER ISD,TX-246913-246913003,VISTA RIDGE H S,97
TEXAS,48,4827030,TX-246913,LEANDER ISD,TX-246913-246913011,NEW HOPE H S,85-89
TEXAS,48,4827030,TX-246913,LEANDER ISD,TX-246913-246913004,ROUSE H S,96
TEXAS,48,4827030,TX-246913,LEANDER ISD,TX-246913-246913005,VANDEGRIFT H S,97
TEXAS,48,4827090,TX-090902,LEFORS ISD,TX-090902-090902001,LEFORS SCHOOL,GE50
TEXAS,48,4827120,TX-187906,LEGGETT ISD,TX-187906-187906001,LEGGETT H S,GE50
TEXAS,48,4827180,TX-145911,LEON ISD,TX-145911-145911002,LEON H S,GE95
TEXAS,48,4827210,TX-074909,LEONARD ISD,TX-074909-074909001,LEONARD H S,GE90
TEXAS,48,4827240,TX-110902,LEVELLAND ISD,TX-110902-110902001,LEVELLAND H S,84
TEXAS,48,4827270,TX-201904,LEVERETTS CHAPEL ISD,TX-201904-201904001,LEVERETTS CHAPEL H S,GE80
TEXAS,48,4827300,TX-061902,LEWISVILLE ISD,TX-061902-061902001,LEWISVILLE H S,93
TEXAS,48,4827300,TX-061902,LEWISVILLE ISD,TX-061902-061902002,MARCUS H S,98
TEXAS,48,4827300,TX-061902,LEWISVILLE ISD,TX-061902-061902004,THE COLONY H S,95
TEXAS,48,4827300,TX-061902,LEWISVILLE ISD,TX-061902-061902005,LEARNING CTR,65-69
TEXAS,48,4827300,TX-061902,LEWISVILLE ISD,TX-061902-061902008,HEBRON H S,98
TEXAS,48,4827300,TX-061902,LEWISVILLE ISD,TX-061902-061902010,FLOWER MOUND H S,GE99
TEXAS,48,4827330,TX-144902,LEXINGTON ISD,TX-144902-144902001,LEXINGTON H S,GE95
TEXAS,48,4827390,TX-019908,LIBERTY-EYLAU ISD,TX-019908-019908001,LIBERTY-EYLAU H S,90-94
TEXAS,48,4827420,TX-246908,LIBERTY HILL ISD,TX-246908-246908001,LIBERTY HILL H S,92
TEXAS,48,4827450,TX-146906,LIBERTY ISD,TX-146906-146906001,LIBERTY H S,90-94
TEXAS,48,4827510,TX-212903,LINDALE ISD,TX-212903-212903001,LINDALE H S,97
TEXAS,48,4827540,TX-034905,LINDEN-KILDARE CISD,TX-034905-034905002,LINDEN-KILDARE H S,GE90
TEXAS,48,4827570,TX-049907,LINDSAY ISD,TX-049907-049907001,LINDSAY H S,GE90
TEXAS,48,4827600,TX-072909,LINGLEVILLE ISD,TX-072909-072909001,LINGLEVILLE SCHOOL,GE80
TEXAS,48,4827630,TX-111902,LIPAN ISD,TX-111902-111902003,LIPAN H S,GE80
TEXAS,48,4827690,TX-181908,LITTLE CYPRESS-MAURICEVILLE CISD,TX-181908-181908001,LIT CYPR-MRCEVILLE H S,96
TEXAS,48,4827720,TX-061914,LITTLE ELM ISD,TX-061914-061914001,LITTLE ELM H S,94
TEXAS,48,4827750,TX-140904,LITTLEFIELD ISD,TX-140904-140904001,LITTLEFIELD H S,GE95
TEXAS,48,4827780,TX-187907,LIVINGSTON ISD,TX-187907-187907002,LIVINGSTON H S,97
TEXAS,48,4827810,TX-150901,LLANO ISD,TX-150901-150901001,LLANO H S,GE95
TEXAS,48,4827870,TX-028902,LOCKHART ISD,TX-028902-028902001,LOCKHART H S,90
TEXAS,48,4827870,TX-028902,LOCKHART ISD,TX-028902-028902038,LOCKHART PRIDE H S,60-79
TEXAS,48,4827890,TX-077902,LOCKNEY ISD,TX-077902-077902001,LOCKNEY H S,GE80
TEXAS,48,4827930,TX-160905,LOHN ISD,TX-160905-160905001,LOHN SCHOOL,PS
TEXAS,48,4827960,TX-141902,LOMETA ISD,TX-141902-141902001,LOMETA SCHOOL,GE80
TEXAS,48,4828020,TX-116906,LONE OAK ISD,TX-116906-116906001,LONE OAK H S,GE95
TEXAS,48,4828110,TX-092903,LONGVIEW ISD,TX-092903-092903001,LONGVIEW H S,GE99
TEXAS,48,4828110,TX-092903,LONGVIEW ISD,TX-092903-092903004,LEAD ACADEMY H S,80-84
TEXAS,48,4828140,TX-083902,LOOP ISD,TX-083902-083902001,LOOP SCHOOL,GE50
TEXAS,48,4828170,TX-168902,LORAINE ISD,TX-168902-168902001,LORAINE SCHOOL,GE50
TEXAS,48,4828200,TX-161907,LORENA ISD,TX-161907-161907001,LORENA HIGH,GE95
TEXAS,48,4828230,TX-054902,LORENZO ISD,TX-054902-054902001,LORENZO H S,GE80
TEXAS,48,4828290,TX-031906,LOS FRESNOS CISD,TX-031906-031906001,LOS FRESNOS H S,92
TEXAS,48,4828350,TX-241906,LOUISE ISD,TX-241906-241906001,LOUISE H S,GE80
TEXAS,48,4828380,TX-043919,LOVEJOY ISD,TX-043919-043919001,LOVEJOY H S,98
TEXAS,48,4828410,TX-113903,LOVELADY ISD,TX-113903-113903002,LOVELADY J H H S,GE90
TEXAS,48,4828500,TX-152901,LUBBOCK ISD,TX-152901-152901007,PRIORITY INTERVENTION ACADEMY,PS
TEXAS,48,4828500,TX-152901,LUBBOCK ISD,TX-152901-152901009,HOMEBOUND,PS
TEXAS,48,4828500,TX-152901,LUBBOCK ISD,TX-152901-152901011,MATTHEWS LEARNING CENTER,50-54
TEXAS,48,4828500,TX-152901,LUBBOCK ISD,TX-152901-152901020,CORONADO H S,87
TEXAS,48,4828500,TX-152901,LUBBOCK ISD,TX-152901-152901021,ESTACADO H S,80-84
TEXAS,48,4828500,TX-152901,LUBBOCK ISD,TX-152901-152901022,LUBBOCK H S,97
TEXAS,48,4828500,TX-152901,LUBBOCK ISD,TX-152901-152901023,MONTEREY H S,92
TEXAS,48,4828500,TX-152901,LUBBOCK ISD,TX-152901-152901024,TALKINGTON SCHOOL FOR YOUNG WOMEN LEADERS,GE80
TEXAS,48,4828530,TX-127905,LUEDERS-AVOCA ISD,TX-127905-127905001,LUEDERS-AVOCA H S,GE50
TEXAS,48,4828550,TX-003903,LUFKIN ISD,TX-003903-003903201,JUVENILE DETENT CTR,PS
TEXAS,48,4828550,TX-003903,LUFKIN ISD,TX-003903-003903004,STUBBLEFIELD LRN CTR,40-49
TEXAS,48,4828550,TX-003903,LUFKIN ISD,TX-003903-003903001,LUFKIN H S,96
TEXAS,48,4828590,TX-028903,LULING ISD,TX-028903-028903001,LULING H S,GE95
TEXAS,48,4828620,TX-245902,LYFORD CISD,TX-245902-245902001,LYFORD H S,90-94
TEXAS,48,4828650,TX-007904,LYTLE ISD,TX-007904-007904001,LYTLE H S,90-94
TEXAS,48,4828680,TX-129905,MABANK ISD,TX-129905-129905001,MABANK H S,97
TEXAS,48,4828710,TX-154901,MADISONVILLE CISD,TX-154901-154901001,MADISONVILLE H S,GE95
TEXAS,48,4828740,TX-170906,MAGNOLIA ISD,TX-170906-170906001,MAGNOLIA H S,98
TEXAS,48,4828740,TX-170906,MAGNOLIA ISD,TX-170906-170906012,ALPHA,90-94
TEXAS,48,4828740,TX-170906,MAGNOLIA ISD,TX-170906-170906002,MAGNOLIA WEST H S,95
TEXAS,48,4828780,TX-107906,MALAKOFF ISD,TX-107906-107906001,MALAKOFF H S,GE95
TEXAS,48,4828890,TX-227907,MANOR ISD,TX-227907-227907001,MANOR H S,90
TEXAS,48,4828890,TX-227907,MANOR ISD,TX-227907-227907002,MANOR EXCEL ACADEMY,50-59
TEXAS,48,4828890,TX-227907,MANOR ISD,TX-227907-227907004,MANOR NEW TECHNOLOGY HIGH,GE95
TEXAS,48,4828920,TX-220908,MANSFIELD ISD,TX-220908-220908006,THE PHOENIX ACADEMY,55-59
TEXAS,48,4828920,TX-220908,MANSFIELD ISD,TX-220908-220908002,MANSFIELD SUMMIT H S,94
TEXAS,48,4828920,TX-220908,MANSFIELD ISD,TX-220908-220908003,MANSFIELD H S,96
TEXAS,48,4828920,TX-220908,MANSFIELD ISD,TX-220908-220908004,MANSFIELD TIMBERVIEW H S,94
TEXAS,48,4828920,TX-220908,MANSFIELD ISD,TX-220908-220908005,MANSFIELD LEGACY H S,96
TEXAS,48,4828920,TX-220908,MANSFIELD ISD,TX-220908-220908007,MANSFIELD LAKE RIDGE H S,97
TEXAS,48,4828920,TX-220908,MANSFIELD ISD,TX-220908-220908008,MANSFIELD FRONTIER H S,GE95
TEXAS,48,4828980,TX-022902,MARATHON ISD,TX-022902-022902001,MARATHON INDEPENDENT SCHOOL DIST,PS
TEXAS,48,4829010,TX-027904,MARBLE FALLS ISD,TX-027904-027904001,MARBLE FALLS H S,97
TEXAS,48,4829010,TX-027904,MARBLE FALLS ISD,TX-027904-027904002,FALLS CAREER H S,50-59
TEXAS,48,4829040,TX-189901,MARFA ISD,TX-189901-189901001,MARFA SCHOOLS,GE80
TEXAS,48,4829100,TX-094904,MARION ISD,TX-094904-094904001,MARION H S,GE95
TEXAS,48,4829130,TX-073903,MARLIN ISD,TX-073903-073903001,MARLIN H S,GE90
TEXAS,48,4829160,TX-102902,MARSHALL ISD,TX-102902-102902001,MARSHALL H S,88
TEXAS,48,4829190,TX-161908,MART ISD,TX-161908-161908002,MART H S,GE90
TEXAS,48,4829220,TX-234905,MARTINS MILL ISD,TX-234905-234905001,MARTINS MILL H S,GE80
TEXAS,48,4829250,TX-174909,MARTINSVILLE ISD,TX-174909-174909001,MARTINSVILLE SCHOOL,GE80
TEXAS,48,4829280,TX-157901,MASON ISD,TX-157901-157901001,MASON H S,GE90
TEXAS,48,4829400,TX-205904,MATHIS ISD,TX-205904-205904001,MATHIS H S,90-94
TEXAS,48,4829460,TX-019903,MAUD ISD,TX-019903-019903001,MAUD SCHOOL,GE90
TEXAS,48,4829520,TX-025905,MAY ISD,TX-025905-025905001,MAY H S,GE80
TEXAS,48,4829580,TX-070915,MAYPEARL ISD,TX-070915-070915001,MAYPEARL H S,GE95
TEXAS,48,4829670,TX-108906,MCALLEN ISD,TX-108906-108906001,MCALLEN H S,90
TEXAS,48,4829670,TX-108906,MCALLEN ISD,TX-108906-108906002,MEMORIAL H S,89
TEXAS,48,4829670,TX-108906,MCALLEN ISD,TX-108906-108906011,ACHIEVE EARLY COLLEGE H S,GE95
TEXAS,48,4829670,TX-108906,MCALLEN ISD,TX-108906-108906006,ROWE H S,91
TEXAS,48,4829670,TX-108906,MCALLEN ISD,TX-108906-108906007,LAMAR ACADEMY,85-89
TEXAS,48,4829700,TX-231901,MCCAMEY ISD,TX-231901-231901001,MCCAMEY H S,GE90
TEXAS,48,4829820,TX-161909,MCGREGOR ISD,TX-161909-161909001,MCGREGOR H S,GE95
TEXAS,48,4829850,TX-043907,MCKINNEY ISD,TX-043907-043907002,MCKINNEY H S,95
TEXAS,48,4829850,TX-043907,MCKINNEY ISD,TX-043907-043907005,SERENITY HIGH,GE50
TEXAS,48,4829850,TX-043907,MCKINNEY ISD,TX-043907-043907006,COUNTY RESIDENTIAL CENTER,PS
TEXAS,48,4829850,TX-043907,MCKINNEY ISD,TX-043907-043907004,MCKINNEY NORTH H S,97
TEXAS,48,4829850,TX-043907,MCKINNEY ISD,TX-043907-043907007,MCKINNEY BOYD H S,97
TEXAS,48,4829880,TX-090903,MCLEAN ISD,TX-090903-090903001,MCLEAN SCHOOL,GE80
TEXAS,48,4829910,TX-034906,MCLEOD ISD,TX-034906-034906001,MCLEOD H S,GE80
TEXAS,48,4829940,TX-162904,MCMULLEN COUNTY ISD,TX-162904-162904001,MCMULLEN COUNTY SCHOOL,GE80
TEXAS,48,4830000,TX-223902,MEADOW ISD,TX-223902-223902001,MEADOW SCHOOL,GE80
TEXAS,48,4830030,TX-010901,MEDINA ISD,TX-010901-010901001,MEDINA SCHOOL,GE50
TEXAS,48,4830060,TX-163908,MEDINA VALLEY ISD,TX-163908-163908001,MEDINA VALLEY H S,97
TEXAS,48,4830120,TX-043908,MELISSA ISD,TX-043908-043908001,MELISSA H S,GE95
TEXAS,48,4830180,TX-096904,MEMPHIS ISD,TX-096904-096904001,MEMPHIS H S,GE90
TEXAS,48,4830210,TX-164901,MENARD ISD,TX-164901-164901001,MENARD H S,GE80
TEXAS,48,4830250,TX-108907,MERCEDES ISD,TX-108907-108907001,MERCEDES H S,90-94
TEXAS,48,4830250,TX-108907,MERCEDES ISD,TX-108907-108907002,MERCEDES ACADEMIC ACADEMY,60-69
TEXAS,48,4830250,TX-108907,MERCEDES ISD,TX-108907-108907006,MERCEDES EARLY COLLEGE ACADEMY,GE90
TEXAS,48,4830300,TX-018902,MERIDIAN ISD,TX-018902-018902001,MERIDIAN H S,GE90
TEXAS,48,4830340,TX-221904,MERKEL ISD,TX-221904-221904001,MERKEL H S,90-94
TEXAS,48,4830360,TX-118902,IRION COUNTY ISD,TX-118902-118902001,IRION H S,GE80
TEXAS,48,4830390,TX-057914,MESQUITE ISD,TX-057914-057914001,MESQUITE H S,87
TEXAS,48,4830390,TX-057914,MESQUITE ISD,TX-057914-057914002,NORTH MESQUITE H S,94
TEXAS,48,4830390,TX-057914,MESQUITE ISD,TX-057914-057914003,WEST MESQUITE H S,91
TEXAS,48,4830390,TX-057914,MESQUITE ISD,TX-057914-057914004,POTEET H S,97
TEXAS,48,4830390,TX-057914,MESQUITE ISD,TX-057914-057914005,HORN H S,92
TEXAS,48,4830390,TX-057914,MESQUITE ISD,TX-057914-057914656,MESQUITE ACADEMY,53
TEXAS,48,4830420,TX-147903,MEXIA ISD,TX-147903-147903002,MEXIA H S,GE95
TEXAS,48,4830420,TX-147903,MEXIA ISD,TX-147903-147903101,DEVELOPMENTAL CTR,PS
TEXAS,48,4830480,TX-197902,MIAMI ISD,TX-197902-197902001,MIAMI SCHOOL,GE50
TEXAS,48,4830570,TX-165901,MIDLAND ISD,TX-165901-165901002,LEE H S,89
TEXAS,48,4830570,TX-165901,MIDLAND ISD,TX-165901-165901003,MIDLAND H S,91
TEXAS,48,4830570,TX-165901,MIDLAND ISD,TX-165901-165901004,VIOLA M COLEMAN H S,65-69
TEXAS,48,4830570,TX-165901,MIDLAND ISD,TX-165901-165901006,EARLY COLLEGE H S AT MIDLAND COLLEGE,GE95
TEXAS,48,4830600,TX-070908,MIDLOTHIAN ISD,TX-070908-070908001,MIDLOTHIAN H S,93
TEXAS,48,4830640,TX-161903,MIDWAY ISD,TX-161903-161903001,MIDWAY H S,GE99
TEXAS,48,4830660,TX-039905,MIDWAY ISD,TX-039905-039905001,MIDWAY SCHOOL,GE50
TEXAS,48,4830690,TX-166903,MILANO ISD,TX-166903-166903001,MILANO H S,GE90
TEXAS,48,4830720,TX-175910,MILDRED ISD,TX-175910-175910001,MILDRED H S,GE90
TEXAS,48,4830750,TX-200902,MILES ISD,TX-200902-200902001,MILES H S,GE90
TEXAS,48,4830780,TX-070909,MILFORD ISD,TX-070909-070909001,MILFORD SCHOOL,GE50
TEXAS,48,4830810,TX-112907,MILLER GROVE ISD,TX-112907-112907001,MILLER GROVE SCHOOL,GE80
TEXAS,48,4830870,TX-184904,MILLSAP ISD,TX-184904-184904001,MILLSAP H S,GE95
TEXAS,48,4830930,TX-250903,MINEOLA ISD,TX-250903-250903001,MINEOLA H S,85-89
TEXAS,48,4830950,TX-182903,MINERAL WELLS ISD,TX-182903-182903001,MINERAL WELLS H S,GE95
TEXAS,48,4830950,TX-182903,MINERAL WELLS ISD,TX-182903-182903002,MINERAL WELLS ACADEMY,70-79
TEXAS,48,4831040,TX-108908,MISSION CISD,TX-108908-108908001,MISSION H S,87
TEXAS,48,4831040,TX-108908,MISSION CISD,TX-108908-108908002,VETERANS MEMORIAL H S,93
TEXAS,48,4831040,TX-108908,MISSION CISD,TX-108908-108908039,ROOSEVELT ALTERNATIVE SCHOOL,PS
TEXAS,48,4831170,TX-238902,MONAHANS-WICKETT-PYOTE ISD,TX-238902-238902001,MONAHANS H S,GE95
TEXAS,48,4831170,TX-238902,MONAHANS-WICKETT-PYOTE ISD,TX-238902-238902002,MONAHANS ED CTR,GE80
TEXAS,48,4831230,TX-108915,MONTE ALTO ISD,TX-108915-108915001,MONTE ALTO H S,85-89
TEXAS,48,4831260,TX-170903,MONTGOMERY ISD,TX-170903-170903002,MONTGOMERY H S,92
TEXAS,48,4831290,TX-161910,MOODY ISD,TX-161910-161910001,MOODY H S,GE90
TEXAS,48,4831320,TX-209902,MORAN ISD,TX-209902-209902001,MORAN SCHOOL,GE50
TEXAS,48,4831380,TX-018903,MORGAN ISD,TX-018903-018903001,MORGAN SCHOOL,GE50
TEXAS,48,4831470,TX-040901,MORTON ISD,TX-040901-040901001,MORTON SCHOOL,GE80
TEXAS,48,4831470,TX-040901,MORTON ISD,TX-040901-040901002,P E P,GE50
TEXAS,48,4831500,TX-173901,MOTLEY COUNTY ISD,TX-173901-173901001,MOTLEY COUNTY SCHOOL,GE50
TEXAS,48,4831560,TX-143902,MOULTON ISD,TX-143902-143902001,MOULTON H S,GE80
