STNAM,FIPST,LEAID,ST_LEAID,LEANM,ST_SCHID,SCHNAM,ALL_RATE_1617
TEXAS,48,4800001,TX-054901,CROSBYTON CISD,TX-054901-054901001,CROSBYTON SECONDARY,GE80
TEXAS,48,4800002,TX-063903,SPUR ISD,TX-063903-063903001,SPUR SCHOOL,GE80
TEXAS,48,4800003,TX-069901,ROCKSPRINGS ISD,TX-069901-069901001,ROCKSPRINGS K-12,GE80
TEXAS,48,4800004,TX-015801,POR VIDA ACADEMY,TX-015801-015801001,POR VIDA ACADEMY CHARTER H S,35-39
TEXAS,48,4800004,TX-015801,POR VIDA ACADEMY,TX-015801-015801002,CORPUS CHRISTI COLLEGE PREP H S,GE80
TEXAS,48,4800004,TX-015801,POR VIDA ACADEMY,TX-015801-015801003,CESAR E CHAVEZ ACADEMY,30-34
TEXAS,48,4800005,TX-177903,BLACKWELL CISD,TX-177903-177903001,BLACKWELL SCHOOL,GE50
TEXAS,48,4800006,TX-217901,ASPERMONT ISD,TX-217901-217901001,ASPERMONT H S,GE80
TEXAS,48,4800007,TX-042905,PANTHER CREEK CISD,TX-042905-042905001,PANTHER CREEK SCHOOL,GE50
TEXAS,48,4800008,TX-105904,DRIPPING SPRINGS ISD,TX-105904-105904001,DRIPPING SPRINGS H S,98
TEXAS,48,4800009,TX-105905,WIMBERLEY ISD,TX-105905-105905001,WIMBERLEY H S,GE95
TEXAS,48,4800010,TX-105906,HAYS CISD,TX-105906-105906001,JACK C HAYS H S,88
TEXAS,48,4800010,TX-105906,HAYS CISD,TX-105906-105906004,LIVE OAK ACADEMY,90-94
TEXAS,48,4800010,TX-105906,HAYS CISD,TX-105906-105906005,LEHMAN H S,84
TEXAS,48,4800011,TX-126901,ALVARADO ISD,TX-126901-126901001,ALVARADO H S,96
TEXAS,48,4800012,TX-139905,CHISUM ISD,TX-139905-139905001,CHISUM H S,GE95
TEXAS,48,4800014,TX-015802,GEORGE GERVIN ACADEMY,TX-015802-015802001,GEORGE GERVIN ACADEMY,GE80
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,TX-057804-057804001,DALLAS CAN ACADEMY CHARTER,62
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,TX-057804-057804002,DALLAS CAN ACADEMY CHARTER-OAK CLIFF,69
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,TX-057804-057804009,HOUSTON CAN ACADEMY - NORTH,45
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,TX-057804-057804011,SAN ANTONIO CAN ACADEMY,40-44
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,TX-057804-057804007,FORT WORTH CAN ACADEMY WESTCREEK,43
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,TX-057804-057804008,FORT WORTH CAN ACADEMY LANCASTER AVENUE,31
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,TX-057804-057804006,AUSTIN CAN ACADEMY,72
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,TX-057804-057804003,DALLAS CAN ACADEMY AT CARROLLTON-FARMERS BRANCH,35-39
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,TX-057804-057804010,HOUSTON CAN ACADEMY - HOBBY,33
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,TX-057804-057804004,DALLAS CAN ACADEMY AT PLEASANT GROVE,45
TEXAS,48,4800016,TX-057804,TEXANS CAN ACADEMIES,TX-057804-057804005,DALLAS CAN ACADEMY - GRANT EAST,44
TEXAS,48,4800020,TX-101804,GEORGE I SANCHEZ CHARTER,TX-101804-101804001,GEORGE I SANCHEZ H S,75-79
TEXAS,48,4800022,TX-101806,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,TX-101806-101806001,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,GE90
TEXAS,48,4800025,TX-178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,TX-178801-178801001,DR M L GARZA-GONZALEZ CHARTER SCHOOL,PS
TEXAS,48,4800029,TX-057802,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,TX-057802-057802001,PEGASUS CHARTER H S,GE80
TEXAS,48,4800030,TX-057803,UPLIFT EDUCATION,TX-057803-057803002,UPLIFT EDUCATION-NORTH HILLS PREP H S,GE95
TEXAS,48,4800037,TX-071801,BURNHAM WOOD CHARTER SCHOOL DISTRICT,TX-071801-071801003,DAVINCI SCHOOL FOR SCIENCE AND THE ARTS,GE80
TEXAS,48,4800041,TX-057806,ADVANTAGE ACADEMY,TX-057806-057806101,ADVANTAGE ACADEMY,GE80
TEXAS,48,4800042,TX-161802,RAPOPORT ACADEMY PUBLIC SCHOOL,TX-161802-161802001,PAUL AND JANE MEYER PUBLIC H S,GE90
TEXAS,48,4800048,TX-236801,RAVEN SCHOOL,TX-236801-236801001,THOMAS BUZBEE VOCATIONAL SCHOOL,14-Oct
TEXAS,48,4800049,TX-101811,EXCEL ACADEMY,TX-101811-101811001,HARRIS COUNTY JUVENILE DETENTION CENTER,PS
TEXAS,48,4800049,TX-101811,EXCEL ACADEMY,TX-101811-101811003,BURNETT-BAYLAND REHABILITATION CENTER,PS
TEXAS,48,4800053,TX-015808,JOHN H WOOD JR PUBLIC CHARTER DISTRICT,TX-015808-015808006,JOHN H WOOD JR CS GRANBURY,PS
TEXAS,48,4800054,TX-101813,KIPP INC CHARTER,TX-101813-101813003,KIPP HOUSTON H S,GE95
TEXAS,48,4800054,TX-101813,KIPP INC CHARTER,TX-101813-101813006,KIPP SUNNYSIDE H S,GE95
TEXAS,48,4800054,TX-101813,KIPP INC CHARTER,TX-101813-101813004,KIPP GENERATIONS COLLEGIATE,GE95
TEXAS,48,4800055,TX-057807,LIFE SCHOOL,TX-057807-057807001,LIFE SCHOOL OAK CLIFF,GE95
TEXAS,48,4800058,TX-227804,NYOS CHARTER SCHOOL,TX-227804-227804101,NYOS CHARTER SCHOOL,GE90
TEXAS,48,4800059,TX-015814,POSITIVE SOLUTIONS CHARTER SCHOOL,TX-015814-015814001,POSITIVE SOLUTIONS CHARTER,20-24
TEXAS,48,4800062,TX-015806,SCHOOL OF EXCELLENCE IN EDUCATION,TX-015806-015806003,MILTON B LEE ACADEMY OF SCIENCE & ENGINEERING,GE80
TEXAS,48,4800063,TX-015807,SOUTHWEST PREPARATORY SCHOOL,TX-015807-015807002,SOUTHWEST PREPARATORY SOUTHEAST CAMPUS,GE50
TEXAS,48,4800063,TX-015807,SOUTHWEST PREPARATORY SCHOOL,TX-015807-015807004,SOUTHWEST PREPARATORY SCHOOL-NORTHWEST,GE80
TEXAS,48,4800063,TX-015807,SOUTHWEST PREPARATORY SCHOOL,TX-015807-015807005,NEW DIRECTIONS,GE80
TEXAS,48,4800064,TX-227814,CHAPARRAL STAR ACADEMY,TX-227814-227814001,CHAPARRAL STAR ACADEMY,GE80
TEXAS,48,4800068,TX-220801,TREETOPS SCHOOL INTERNATIONAL,TX-220801-220801001,TREETOPS SCHOOL INTERNATIONAL,GE50
TEXAS,48,4800070,TX-057808,UNIVERSAL ACADEMY,TX-057808-057808101,UNIVERSAL ACADEMY,GE50
TEXAS,48,4800070,TX-057808,UNIVERSAL ACADEMY,TX-057808-057808102,UNIVERSAL ACADEMY - COPPELL,PS
TEXAS,48,4800071,TX-227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,TX-227806-227806024,TNC CAMPUS (TEXAS NEUROREHABILITATION CENTER),LT50
TEXAS,48,4800071,TX-227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,TX-227806-227806025,METHODIST CHILDREN'S HOME,PS
TEXAS,48,4800071,TX-227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,TX-227806-227806034,UT - UNIVERSITY CHARTER SCHOOL AT HIGH POINT,LT50
TEXAS,48,4800074,TX-003801,PINEYWOODS COMMUNITY ACADEMY,TX-003801-003801001,PINEYWOODS COMMUNITY ACADEMY H S,GE90
TEXAS,48,4800075,TX-014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),TX-014801-014801001,RICHARD MILBURN ALTER H S (KILLEEN),30-34
TEXAS,48,4800076,TX-014803,PRIORITY CHARTER SCHOOLS,TX-014803-014803101,TEMPLE CHARTER ACADEMY,GE50
TEXAS,48,4800076,TX-014803,PRIORITY CHARTER SCHOOLS,TX-014803-014803004,CEDAR PARK CHARTER ACADEMY,GE50
TEXAS,48,4800080,TX-015815,HERITAGE ACADEMY,TX-015815-015815041,HERITAGE ACADEMY OF DEL RIO,GE80
TEXAS,48,4800093,TX-057814,ACADEMY FOR ACADEMIC EXCELLENCE,TX-057814-057814001,DALLAS COUNTY JUVENILE JUSTICE,PS
TEXAS,48,4800093,TX-057814,ACADEMY FOR ACADEMIC EXCELLENCE,TX-057814-057814004,SAU CAMPUS,LE20
TEXAS,48,4800106,TX-071803,PASO DEL NORTE ACADEMY CHARTER DISTRICT,TX-071803-071803001,PASO DEL NORTE ACADEMY-MESA CHARTER H S,30-39
TEXAS,48,4800106,TX-071803,PASO DEL NORTE ACADEMY CHARTER DISTRICT,TX-071803-071803002,PASEO DEL NORTE ACADEMY-VISTA DEL SOL CHARTER HIGH,30-39
TEXAS,48,4800109,TX-092801,EAST TEXAS CHARTER SCHOOLS,TX-092801-092801001,DAN CHADWICK CAMPUS,80-89
TEXAS,48,4800115,TX-101821,HOUSTON HEIGHTS HIGH SCHOOL,TX-101821-101821001,HOUSTON HEIGHTS CHARTER SCHOOL,80-84
TEXAS,48,4800118,TX-101828,HOUSTON GATEWAY ACADEMY INC,TX-101828-101828001,HOUSTON GATEWAY ACADEMY - CORAL CAMPUS,GE90
TEXAS,48,4800124,TX-101837,CALVIN NELMS CHARTER SCHOOLS,TX-101837-101837001,CALVIN NELMS H S,GE90
TEXAS,48,4800125,TX-101838,SOUTHWEST SCHOOL,TX-101838-101838001,SOUTHWEST H S,GE95
TEXAS,48,4800125,TX-101838,SOUTHWEST SCHOOL,TX-101838-101838004,PHOENIX SCHOOL AT SOUTHWEST SCHOOLS,60-69
TEXAS,48,4800127,TX-101842,COMQUEST ACADEMY,TX-101842-101842001,COMQUEST ACADEMY,GE50
TEXAS,48,4800132,TX-105801,KATHERINE ANNE PORTER SCHOOL,TX-105801-105801001,KATHERINE ANNE PORTER SCHOOL,60-69
TEXAS,48,4800133,TX-108804,MIDVALLEY ACADEMY CHARTER DISTRICT,TX-108804-108804001,MIDVALLEY ACADEMY-MERCEDES CHARTER H S,60-69
TEXAS,48,4800133,TX-108804,MIDVALLEY ACADEMY CHARTER DISTRICT,TX-108804-108804002,MIDVALLEY ACADEMY-MCALLEN CHARTER H S,60-69
TEXAS,48,4800133,TX-108804,MIDVALLEY ACADEMY CHARTER DISTRICT,TX-108804-108804003,MIDVALLEY ACADEMY-SAN BENITO CHARTER H S,70-79
TEXAS,48,4800139,TX-123803,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,TX-123803-123803001,TEKOA ACADEMY OF ACCELERATED STUDIES,GE80
TEXAS,48,4800142,TX-152803,SOUTH PLAINS ACADEMY CHARTER DISTRICT,TX-152803-152803001,SOUTH PLAINS ACADEMY CHARTER H S,70-74
TEXAS,48,4800159,TX-072802,ERATH EXCELS ACADEMY INC,TX-072802-072802001,HUSTON ACADEMY,60-79
TEXAS,48,4800163,TX-221801,TEXAS COLLEGE PREPARATORY ACADEMIES,TX-221801-221801011,AMARILLO COLLEGIATE ACADEMY,GE50
TEXAS,48,4800163,TX-221801,TEXAS COLLEGE PREPARATORY ACADEMIES,TX-221801-221801027,ISCHOOL H S,GE95
TEXAS,48,4800163,TX-221801,TEXAS COLLEGE PREPARATORY ACADEMIES,TX-221801-221801043,FOUNDERS CLASSICAL ACADEMY,GE95
TEXAS,48,4800163,TX-221801,TEXAS COLLEGE PREPARATORY ACADEMIES,TX-221801-221801041,ISCHOOL HIGH OF HICKORY CREEK,GE80
TEXAS,48,4800163,TX-221801,TEXAS COLLEGE PREPARATORY ACADEMIES,TX-221801-221801051,ISCHOOL HIGH AT UNIVERSITY PARK,GE95
TEXAS,48,4800163,TX-221801,TEXAS COLLEGE PREPARATORY ACADEMIES,TX-221801-221801056,ISCHOOL HIGH AT THE WOODLANDS,90-94
TEXAS,48,4800171,TX-234801,RANCH ACADEMY,TX-234801-234801001,RANCH ACADEMY,40-49
TEXAS,48,4800174,TX-240801,GATEWAY ACADEMY CHARTER DISTRICT,TX-240801-240801001,GATEWAY ACADEMY-TOWNLAKE CHARTER H S,70-74
TEXAS,48,4800174,TX-240801,GATEWAY ACADEMY CHARTER DISTRICT,TX-240801-240801002,GATEWAY ACADEMY-SIERRA VISTA CHARTER H S,70-79
TEXAS,48,4800179,TX-015822,JUBILEE ACADEMIC CENTER,TX-015822-015822001,ATHLOS LEADERSHIP ACADEMY,GE90
TEXAS,48,4800184,TX-057831,GATEWAY CHARTER ACADEMY,TX-057831-057831002,GATEWAY CHARTER ACADEMY - MIDDLE - H S,GE80
TEXAS,48,4800195,TX-108808,VANGUARD ACADEMY,TX-108808-108808101,VANGUARD REMBRANDT,GE90
TEXAS,48,4800202,TX-057828,WINFREE ACADEMY CHARTER SCHOOLS,TX-057828-057828003,WINFREE ACADEMY CHARTER SCHOOL (RICHARDSON),30-34
TEXAS,48,4800202,TX-057828,WINFREE ACADEMY CHARTER SCHOOLS,TX-057828-057828001,WINFREE ACADEMY CHARTER SCHOOL (IRVING),35-39
TEXAS,48,4800202,TX-057828,WINFREE ACADEMY CHARTER SCHOOLS,TX-057828-057828002,WINFREE ACADEMY CHARTER SCHOOL (LEWISVILLE),30-34
TEXAS,48,4800202,TX-057828,WINFREE ACADEMY CHARTER SCHOOLS,TX-057828-057828004,WINFREE ACADEMY CHARTER SCHOOL - GRAND PRAIRIE,30-34
TEXAS,48,4800202,TX-057828,WINFREE ACADEMY CHARTER SCHOOLS,TX-057828-057828005,WINFREE ACADEMY NORTH RICHLAND HILLS,30-34
TEXAS,48,4800202,TX-057828,WINFREE ACADEMY CHARTER SCHOOLS,TX-057828-057828006,WINFREE ACADEMY CHARTER SCHOOL DALLAS,LE5
TEXAS,48,4800205,TX-071804,EL PASO ACADEMY,TX-071804-071804001,EL PASO ACADEMY,30-34
TEXAS,48,4800205,TX-071804,EL PASO ACADEMY,TX-071804-071804002,EL PASO ACADEMY WEST,50-54
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801117,PREMIER H S OF SAN ANTONIO,40-59
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801103,PREMIER H S OF BROWNSVILLE,30-34
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801115,PREMIER H S OF PHARR,50-59
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801102,PREMIER H S AMERICAN YOUTHWORKS,21-39
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801110,PREMIER H S OF LUBBOCK,40-49
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801121,PREMIER H S OF WACO,50-59
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801112,PREMIER H S OF MIDLAND,40-59
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801118,PREMIER H S OF TYLER,40-59
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801108,PREMIER H S OF FORT WORTH,30-39
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801101,PREMIER H S OF ABILENE,60-69
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801107,PREMIER H S OF DEL RIO,40-59
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801109,PREMIER H S OF LAREDO,40-49
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801001,PREMIER H S OF COMANCHE/EARLY,60-69
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801113,PREMIER H S OF AUSTIN,40-49
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801116,PREMIER H S OF MISSION,60-69
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801104,PREMIER H S OF PALMVIEW,50-59
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801128,PREMIER H S OF NORTH AUSTIN,60-79
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801129,PREMIER H S OF EL PASO,40-49
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801130,PREMIER H S OF SAN JUAN,70-79
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801136,PREMIER H S OF NEW BRAUNFELS,40-59
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801131,PREMIER H S OF RICHARDSON,60-79
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801135,PREMIER H S OF HUNTSVILLE,GE80
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801137,PREMIER H S OF GRANBURY,60-79
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801139,PREMIER H S OF SOUTH IRVING,50-59
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801138,PREMIER H S OF DAYTON,80-89
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801142,PREMIER H S OF AMARILLO,50-59
TEXAS,48,4800207,TX-072801,PREMIER HIGH SCHOOLS,TX-072801-072801141,PREMIER H S OF LEWISVILLE,60-69
TEXAS,48,4800209,TX-101845,YES PREP PUBLIC SCHOOLS INC,TX-101845-101845001,YES PREP - SOUTHEAST,GE95
TEXAS,48,4800209,TX-101845,YES PREP PUBLIC SCHOOLS INC,TX-101845-101845101,YES PREP - NORTH CENTRAL,GE95
TEXAS,48,4800209,TX-101845,YES PREP PUBLIC SCHOOLS INC,TX-101845-101845002,YES PREP - SOUTHWEST,85-89
TEXAS,48,4800209,TX-101845,YES PREP PUBLIC SCHOOLS INC,TX-101845-101845003,YES PREP - EAST END,GE95
TEXAS,48,4800209,TX-101845,YES PREP PUBLIC SCHOOLS INC,TX-101845-101845004,YES PREP - GULFTON,90-94
TEXAS,48,4800209,TX-101845,YES PREP PUBLIC SCHOOLS INC,TX-101845-101845010,YES PREP NORTH FOREST,85-89
TEXAS,48,4800210,TX-101846,HARMONY SCIENCE ACADEMY,TX-101846-101846001,HARMONY SCIENCE ACADEMY-HOUSTON,GE95
TEXAS,48,4800210,TX-101846,HARMONY SCIENCE ACADEMY,TX-101846-101846003,HARMONY SCHOOL OF INGENUITY-HOUSTON,GE95
TEXAS,48,4800211,TX-108807,IDEA PUBLIC SCHOOLS,TX-108807-108807001,IDEA COLLEGE PREP,GE95
TEXAS,48,4800211,TX-108807,IDEA PUBLIC SCHOOLS,TX-108807-108807002,IDEA QUEST COLLEGE PREPARATORY,GE95
TEXAS,48,4800211,TX-108807,IDEA PUBLIC SCHOOLS,TX-108807-108807003,IDEA FRONTIER COLLEGE PREPARATORY,GE95
TEXAS,48,4800211,TX-108807,IDEA PUBLIC SCHOOLS,TX-108807-108807006,IDEA COLLEGE PREPARATORY SAN JUAN,GE95
TEXAS,48,4800211,TX-108807,IDEA PUBLIC SCHOOLS,TX-108807-108807004,IDEA COLLEGE PREPARATORY MISSION,GE95
TEXAS,48,4800211,TX-108807,IDEA PUBLIC SCHOOLS,TX-108807-108807005,IDEA COLLEGE PREPARATORY SAN BENITO,GE95
TEXAS,48,4800211,TX-108807,IDEA PUBLIC SCHOOLS,TX-108807-108807007,IDEA COLLEGE PREPARATORY ALAMO,GE95
TEXAS,48,4800213,TX-183801,PANOLA CHARTER SCHOOL,TX-183801-183801001,PANOLA CS,GE50
TEXAS,48,4800213,TX-183801,PANOLA CHARTER SCHOOL,TX-183801-183801002,TEXAS EARLY COLLEGE H S,GE80
TEXAS,48,4800213,TX-183801,PANOLA CHARTER SCHOOL,TX-183801-183801003,PANOLA EARLY COLLEGE H S,PS
TEXAS,48,4800214,TX-213801,BRAZOS RIVER CHARTER SCHOOL,TX-213801-213801001,BRAZOS RIVER CHARTER SCHOOL,75-79
TEXAS,48,4800227,TX-193801,BIG SPRINGS CHARTER SCHOOL,TX-193801-193801001,BIG SPRINGS CHARTER SCHOOL,LT50
TEXAS,48,4800227,TX-193801,BIG SPRINGS CHARTER SCHOOL,TX-193801-193801101,HILL COUNTRY YOUTH RANCH,LT50
TEXAS,48,4800231,TX-220809,FORT WORTH ACADEMY OF FINE ARTS,TX-220809-220809001,FORT WORTH ACADEMY OF FINE ARTS,GE90
TEXAS,48,4800235,TX-014804,ORENDA CHARTER SCHOOL,TX-014804-014804005,GATEWAY TECH H S,80-89
TEXAS,48,4800235,TX-014804,ORENDA CHARTER SCHOOL,TX-014804-014804006,GATEWAY COLLEGE PREPARATORY SCHOOL,GE90
TEXAS,48,4800236,TX-057834,EVOLUTION ACADEMY CHARTER SCHOOL,TX-057834-057834001,EVOLUTION ACADEMY CHARTER SCHOOL,33
TEXAS,48,4800236,TX-057834,EVOLUTION ACADEMY CHARTER SCHOOL,TX-057834-057834004,EVOLUTION ACADEMY HOUSTON,20-24
TEXAS,48,4800236,TX-057834,EVOLUTION ACADEMY CHARTER SCHOOL,TX-057834-057834003,EVOLUTION ACADEMY BEAUMONT,50-54
TEXAS,48,4800241,TX-227816,HARMONY SCIENCE ACADEMY (AUSTIN),TX-227816-227816002,HARMONY SCIENCE ACADEMY-PFLUGERVILLE,GE95
TEXAS,48,4800241,TX-227816,HARMONY SCIENCE ACADEMY (AUSTIN),TX-227816-227816101,HARMONY SCHOOL OF EXCELLENCE - AUSTIN,GE90
TEXAS,48,4800254,TX-220810,WESTLAKE ACADEMY CHARTER SCHOOL,TX-220810-220810001,WESTLAKE ACADEMY,GE95
TEXAS,48,4800257,TX-015826,KIPP SAN ANTONIO,TX-015826-015826001,KIPP UNIVERSITY PREP H S,90-94
TEXAS,48,4800258,TX-015827,SCHOOL OF SCIENCE AND TECHNOLOGY,TX-015827-015827001,SCHOOL OF SCIENCE AND TECHNOLOGY,GE90
TEXAS,48,4800264,TX-227820,KIPP AUSTIN PUBLIC SCHOOLS INC,TX-227820-227820001,KIPP AUSTIN COLLEGIATE,GE95
TEXAS,48,4800266,TX-015828,HARMONY SCIENCE ACAD (SAN ANTONIO),TX-015828-015828001,HARMONY SCIENCE ACAD (SAN ANTONIO),GE90
TEXAS,48,4800268,TX-015830,BROOKS ACADEMY OF SCIENCE AND ENGINEERING,TX-015830-015830001,BROOKS ACADEMY OF SCIENCE AND ENGINEERING,GE95
TEXAS,48,4800271,TX-057840,RICHLAND COLLEGIATE HIGH SCHOOL,TX-057840-057840001,RICHLAND COLLEGIATE H S OF MATH SCIENCE ENGINEERIN,GE99
TEXAS,48,4800272,TX-071806,HARMONY SCIENCE ACAD (EL PASO),TX-071806-071806001,HARMONY SCIENCE ACAD (EL PASO),GE95
TEXAS,48,4800272,TX-071806,HARMONY SCIENCE ACAD (EL PASO),TX-071806-071806002,HARMONY SCHOOL OF INNOVATION - EL PASO,GE80
TEXAS,48,4800274,TX-101858,HARMONY SCHOOL OF EXCELLENCE,TX-101858-101858005,HARMONY SCHOOL OF DISCOVERY - HOUSTON,GE90
TEXAS,48,4800274,TX-101858,HARMONY SCHOOL OF EXCELLENCE,TX-101858-101858004,HARMONY SCHOOL OF ADVANCEMENT-HOUSTON,GE95
TEXAS,48,4800278,TX-184801,CROSSTIMBERS ACADEMY,TX-184801-184801001,CROSSTIMBERS ACADEMY,80-89
TEXAS,48,4800292,TX-161807,HARMONY SCIENCE ACAD (WACO),TX-161807-161807003,HARMONY SCIENCE ACADEMY - DALLAS,GE95
TEXAS,48,4801400,TX-015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,TX-015831-015831002,SCHOOL OF SCIENCE AND TECHNOLOGY CORPUS CHRISTI,GE50
TEXAS,48,4801404,TX-130801,MEADOWLAND CHARTER SCHOOL,TX-130801-130801001,MEADOWLAND CHARTER SCHOOL,PS
TEXAS,48,4801405,TX-101862,HARMONY SCHOOL OF SCIENCE - HOUSTON,TX-101862-101862002,HARMONY SCHOOL OF INNOVATION-SUGAR LAND,GE95
TEXAS,48,4801405,TX-101862,HARMONY SCHOOL OF SCIENCE - HOUSTON,TX-101862-101862004,HARMONY SCIENCE ACADEMY- BEAUMONT,GE80
TEXAS,48,4801409,TX-226801,TEXAS LEADERSHIP,TX-226801-226801001,TLC ACADEMY,GE95
TEXAS,48,4801410,TX-123807,BOB HOPE SCHOOL,TX-123807-123807001,BOB HOPE SCHOOL,GE90
TEXAS,48,4801412,TX-015833,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,TX-015833-015833001,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,GE80
TEXAS,48,4801421,TX-220817,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,TX-220817-220817001,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,GE90
TEXAS,48,4801434,TX-101868,THE PRO-VISION ACADEMY,TX-101868-101868001,PRO-VISION H S,70-79
TEXAS,48,4807350,TX-021901,COLLEGE STATION ISD,TX-021901-021901001,A & M CONS H S,93
TEXAS,48,4807350,TX-021901,COLLEGE STATION ISD,TX-021901-021901002,CENTER FOR ALTERNATIVE LEARNING,30-39
TEXAS,48,4807350,TX-021901,COLLEGE STATION ISD,TX-021901-021901003,COLLEGE STATION H S,96
TEXAS,48,4807380,TX-109901,ABBOTT ISD,TX-109901-109901001,ABBOTT SCHOOL,GE80
TEXAS,48,4807410,TX-095901,ABERNATHY ISD,TX-095901-095901001,ABERNATHY H S,GE95
TEXAS,48,4807440,TX-221901,ABILENE ISD,TX-221901-221901001,ABILENE H S,92
TEXAS,48,4807440,TX-221901,ABILENE ISD,TX-221901-221901002,COOPER H S,93
TEXAS,48,4807440,TX-221901,ABILENE ISD,TX-221901-221901003,WOODSON CENTER FOR EXCELLENCE,80-84
TEXAS,48,4807440,TX-221901,ABILENE ISD,TX-221901-221901010,ACADEMY FOR TECHNOLOGY ENGINEERING MATH & SCIENCE,GE95
TEXAS,48,4807470,TX-014901,ACADEMY ISD,TX-014901-014901001,ACADEMY H S,90-94
TEXAS,48,4807500,TX-180903,ADRIAN ISD,TX-180903-180903001,ADRIAN SCHOOL,PS
TEXAS,48,4807530,TX-178901,AGUA DULCE ISD,TX-178901-178901001,AGUA DULCE H S,GE80
TEXAS,48,4807590,TX-015901,ALAMO HEIGHTS ISD,TX-015901-015901001,ALAMO HEIGHTS H S,96
TEXAS,48,4807650,TX-250906,ALBA-GOLDEN ISD,TX-250906-250906001,ALBA-GOLDEN H S,GE90
TEXAS,48,4807680,TX-209901,ALBANY ISD,TX-209901-209901001,ALBANY JR-SR H S,GE90
TEXAS,48,4807710,TX-101902,ALDINE ISD,TX-101902-101902002,CARVER H S FOR APPLIED TECH/ENGINEERING/ARTS,GE95
TEXAS,48,4807710,TX-101902,ALDINE ISD,TX-101902-101902001,ALDINE H S,83
TEXAS,48,4807710,TX-101902,ALDINE ISD,TX-101902-101902005,NIMITZ H S,84
TEXAS,48,4807710,TX-101902,ALDINE ISD,TX-101902-101902004,EISENHOWER H S,81
