STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_RATE_1516
TEXAS,48,4824060,HURST-EULESS-BEDFORD ISD,4.82406E+11,TRINITY H S,97
TEXAS,48,4824060,HURST-EULESS-BEDFORD ISD,4.82406E+11,KEYS H S,70-74
TEXAS,48,4824100,HUTTO ISD,4.8241E+11,HUTTO H S,94
TEXAS,48,4824120,IDALOU ISD,4.82412E+11,IDALOU H S,GE95
TEXAS,48,4824150,INDUSTRIAL ISD,4.82415E+11,INDUSTRIAL H S,GE95
TEXAS,48,4824180,INGLESIDE ISD,4.82418E+11,INGLESIDE H S,90-94
TEXAS,48,4824210,INGRAM ISD,4.82421E+11,INGRAM TOM MOORE H S,90-94
TEXAS,48,4824240,IOLA ISD,4.82424E+11,IOLA H S,GE90
TEXAS,48,4824260,IOWA PARK CISD,4.82426E+11,IOWA PARK H S,GE95
TEXAS,48,4824300,IRA ISD,4.8243E+11,IRA SCHOOL,GE80
TEXAS,48,4824330,IRAAN-SHEFFIELD ISD,4.82433E+11,IRAAN H S,GE80
TEXAS,48,4824330,IRAAN-SHEFFIELD ISD,4.82433E+11,CHALLENGE H S SHEFFIELD,PS
TEXAS,48,4824360,IREDELL ISD,4.82436E+11,IREDELL SCHOOL,PS
TEXAS,48,4824420,IRVING ISD,4.82442E+11,IRVING H S,93
TEXAS,48,4824420,IRVING ISD,4.82442E+11,MACARTHUR H S,95
TEXAS,48,4824420,IRVING ISD,4.82442E+11,NIMITZ H S,90
TEXAS,48,4824420,IRVING ISD,4.82442E+11,BARBARA CARDWELL CAREER PREPARATORY CENTER,81
TEXAS,48,4824420,IRVING ISD,4.82442E+11,JACK E SINGLEY ACADEMY,GE99
TEXAS,48,4824450,ITALY ISD,4.82445E+11,ITALY H S,GE90
TEXAS,48,4824480,ITASCA ISD,4.82448E+11,ITASCA H S,GE90
TEXAS,48,4824530,JACKSBORO ISD,4.82453E+11,JACKSBORO H S,GE90
TEXAS,48,4824590,JACKSONVILLE ISD,4.82459E+11,JACKSONVILLE H S,86
TEXAS,48,4824600,JARRELL ISD,4.8246E+11,JARRELL H S,GE95
TEXAS,48,4824630,JASPER ISD,4.82463E+11,JASPER H S,90-94
TEXAS,48,4824660,JAYTON-GIRARD ISD,4.82466E+11,JAYTON SCHOOLS,GE50
TEXAS,48,4824730,JEFFERSON ISD,4.82473E+11,JEFFERSON H S,90-94
TEXAS,48,4824750,JIM HOGG COUNTY ISD,4.82475E+11,HEBBRONVILLE EARLY COLLEGE H S,85-89
TEXAS,48,4824780,JIM NED CISD,4.82478E+11,JIM NED H S,GE95
TEXAS,48,4824810,JOAQUIN ISD,4.82481E+11,JOAQUIN H S,90-94
TEXAS,48,4824840,JOHNSON CITY ISD,4.82484E+11,LYNDON B JOHNSON H S,GE90
TEXAS,48,4824900,JONESBORO ISD,4.8249E+11,JONESBORO SCHOOL,GE50
TEXAS,48,4824930,JOSHUA ISD,4.82493E+11,JOSHUA H S,98
TEXAS,48,4824930,JOSHUA ISD,4.82493E+11,NEW HORIZON H S,85-89
TEXAS,48,4824960,JOURDANTON ISD,4.82496E+11,JOURDANTON H S,GE95
TEXAS,48,4824990,JUDSON ISD,4.82499E+11,JUDSON H S,87
TEXAS,48,4824990,JUDSON ISD,4.82499E+11,JUDSON LEARNING ACAD,80-84
TEXAS,48,4824990,JUDSON ISD,4.82499E+11,KAREN WAGNER H S,85
TEXAS,48,4824990,JUDSON ISD,4.82499E+11,JUDSON EARLY COLLEGE ACADEMY,GE95
TEXAS,48,4825020,JUNCTION ISD,4.82502E+11,JUNCTION H S,GE90
TEXAS,48,4825140,KARNES CITY ISD,4.82514E+11,KARNES CITY H S,GE95
TEXAS,48,4825170,KATY ISD,4.82517E+11,KATY H S,92
TEXAS,48,4825170,KATY ISD,4.82517E+11,OPPORT AWARENESS CTR,PS
TEXAS,48,4825170,KATY ISD,4.82517E+11,TAYLOR H S,96
TEXAS,48,4825170,KATY ISD,4.82517E+11,MAYDE CREEK H S,92
TEXAS,48,4825170,KATY ISD,4.82517E+11,CINCO RANCH H S,97
TEXAS,48,4825170,KATY ISD,4.82517E+11,RAINES H S,55-59
TEXAS,48,4825170,KATY ISD,4.82517E+11,MORTON RANCH H S,89
TEXAS,48,4825170,KATY ISD,4.82517E+11,SEVEN LAKES H S,GE99
TEXAS,48,4825200,KAUFMAN ISD,4.8252E+11,KAUFMAN H S,GE80
TEXAS,48,4825200,KAUFMAN ISD,4.8252E+11,GARY W CAMPBELL H S,60-69
TEXAS,48,4825230,KEENE ISD,4.82523E+11,KEENE H S,GE90
TEXAS,48,4825230,KEENE ISD,4.82523E+11,ALTER LEARNING CTR,GE50
TEXAS,48,4825260,KELLER ISD,4.82526E+11,KELLER H S,98
TEXAS,48,4825260,KELLER ISD,4.82526E+11,NEW DIRECTION LRN CTR,70-79
TEXAS,48,4825260,KELLER ISD,4.82526E+11,FOSSIL RIDGE H S,90
TEXAS,48,4825260,KELLER ISD,4.82526E+11,CENTRAL H S,98
TEXAS,48,4825260,KELLER ISD,4.82526E+11,TIMBER CREEK H S,95
TEXAS,48,4825290,KELTON ISD,4.82529E+11,KELTON SCHOOL,PS
TEXAS,48,4825320,KEMP ISD,4.82532E+11,KEMP H S,85-89
TEXAS,48,4825440,KENEDY ISD,4.82544E+11,KENEDY H S,80-89
TEXAS,48,4825470,KENNARD ISD,4.82547E+11,KENNARD H S,GE80
TEXAS,48,4825500,KENNEDALE ISD,4.8255E+11,KENNEDALE H S,94
TEXAS,48,4825530,KERENS ISD,4.82553E+11,KERENS SCHOOL,GE90
TEXAS,48,4825560,KERMIT ISD,4.82556E+11,KERMIT H S,GE95
TEXAS,48,4825590,KERRVILLE ISD,4.82559E+11,TIVY H S,98
TEXAS,48,4825590,KERRVILLE ISD,4.82559E+11,HILL COUNTRY H S,75-79
TEXAS,48,4825620,KILGORE ISD,4.82562E+11,KILGORE H S,95
TEXAS,48,4825660,KILLEEN ISD,4.82566E+11,C E ELLISON H S,93
TEXAS,48,4825660,KILLEEN ISD,4.82566E+11,KILLEEN H S,97
TEXAS,48,4825660,KILLEEN ISD,4.82566E+11,HARKER HEIGHTS H S,95
TEXAS,48,4825660,KILLEEN ISD,4.82566E+11,ROBERT M SHOEMAKER H S,89
TEXAS,48,4825660,KILLEEN ISD,4.82566E+11,PATHWAYS ACADEMIC CAMPUS,47
TEXAS,48,4825680,KINGSVILLE ISD,4.82568E+11,H M KING H S,88
TEXAS,48,4825710,KIRBYVILLE CISD,4.82571E+11,KIRBYVILLE H S,90-94
TEXAS,48,4825740,KLEIN ISD,4.82574E+11,KLEIN H S,92
TEXAS,48,4825740,KLEIN ISD,4.82574E+11,KLEIN FOREST H S,89
TEXAS,48,4825740,KLEIN ISD,4.82574E+11,KLEIN OAK H S,96
TEXAS,48,4825740,KLEIN ISD,4.82574E+11,KLEIN COLLINS H S,94
TEXAS,48,4825790,KLONDIKE ISD,4.82579E+11,KLONDIKE ISD,GE50
TEXAS,48,4825800,KNIPPA ISD,4.8258E+11,KNIPPA SCHOOL,GE80
TEXAS,48,4825870,KNOX CITY-O'BRIEN CISD,4.82587E+11,KNOX CITY H S,GE80
TEXAS,48,4825890,KOPPERL ISD,4.82589E+11,KOPPERL SCHOOL,GE50
TEXAS,48,4825920,KOUNTZE ISD,4.82592E+11,KOUNTZE H S,90-94
TEXAS,48,4825950,KRESS ISD,4.82595E+11,KRESS H S,GE80
TEXAS,48,4825980,KRUM ISD,4.82598E+11,KRUM H S,90-94
TEXAS,48,4826040,LA FERIA ISD,4.82604E+11,LA FERIA H S,97
TEXAS,48,4826040,LA FERIA ISD,4.82604E+11,LA FERIA ACADEMY,60-69
TEXAS,48,4826100,LA GRANGE ISD,4.8261E+11,LA GRANGE H S,90-94
TEXAS,48,4826130,LA JOYA ISD,4.82613E+11,LA JOYA H S,80
TEXAS,48,4826130,LA JOYA ISD,4.82613E+11,JUAREZ-LINCOLN H S,81
TEXAS,48,4826130,LA JOYA ISD,4.82613E+11,LA JOYA PALMVIEW H S,85
TEXAS,48,4826130,LA JOYA ISD,4.82613E+11,JIMMY CARTER EARLY COLLEGE H S,GE95
TEXAS,48,4826190,LA PORTE ISD,4.82619E+11,DEWALT ALTERNATIVE SCHOOL,60-79
TEXAS,48,4826190,LA PORTE ISD,4.82619E+11,LA PORTE H S,92
TEXAS,48,4826220,LAPOYNOR ISD,4.82622E+11,LAPOYNOR H S,GE80
TEXAS,48,4826250,LA PRYOR ISD,4.82625E+11,LA PRYOR H S,GE90
TEXAS,48,4826280,LA VEGA ISD,4.82628E+11,LA VEGA H S,90-94
TEXAS,48,4826310,LA VERNIA ISD,4.82631E+11,LA VERNIA H S,GE99
TEXAS,48,4826340,LA VILLA ISD,4.82634E+11,LA VILLA EARLY COLLEGE H S,GE90
TEXAS,48,4826370,LACKLAND ISD,4.82637E+11,VIRGINIA ALLRED STACEY JR/SR H S,GE90
TEXAS,48,4826400,LAGO VISTA ISD,4.8264E+11,LAGO VISTA H S,90-94
TEXAS,48,4826430,LAKE DALLAS ISD,4.82643E+11,LAKE DALLAS H S,98
TEXAS,48,4826470,LAKE TRAVIS ISD,4.82647E+11,LAKE TRAVIS H S,93
TEXAS,48,4826490,LAKE WORTH ISD,4.82649E+11,LAKE WORTH H S,GE95
TEXAS,48,4826580,LAMAR CISD,4.82658E+11,LAMAR CONS H S,86
TEXAS,48,4826580,LAMAR CISD,4.82658E+11,B F TERRY H S,86
TEXAS,48,4826580,LAMAR CISD,4.82658E+11,ALTERNATIVE LEARNING CENTER,PS
TEXAS,48,4826580,LAMAR CISD,4.82658E+11,FOSTER H S,95
TEXAS,48,4826580,LAMAR CISD,4.82658E+11,GEORGE RANCH H S,96
TEXAS,48,4826580,LAMAR CISD,4.82658E+11,JUVENILE DETENT CTR,PS
TEXAS,48,4826610,LAMESA ISD,4.82661E+11,LAMESA H S,GE95
TEXAS,48,4826610,LAMESA ISD,4.82661E+11,LAMESA SUCCESS ACADEMY,GE80
TEXAS,48,4826640,LAMPASAS ISD,4.82664E+11,LAMPASAS H S,97
TEXAS,48,4826670,LANCASTER ISD,4.82667E+11,LANCASTER H S,98
TEXAS,48,4826700,LANEVILLE ISD,4.8267E+11,LANEVILLE SCHOOL,GE50
TEXAS,48,4826790,LAREDO ISD,4.82679E+11,MARTIN H S,82
TEXAS,48,4826790,LAREDO ISD,4.82679E+11,NIXON H S,92
TEXAS,48,4826790,LAREDO ISD,4.82679E+11,DR LEO CIGARROA H S,91
TEXAS,48,4826790,LAREDO ISD,4.82679E+11,F S LARA ACADEMY,LT50
TEXAS,48,4826790,LAREDO ISD,4.82679E+11,WEBB COUNTY J J A E P,PS
TEXAS,48,4826790,LAREDO ISD,4.82679E+11,EARLY COLLEGE H S,GE95
TEXAS,48,4826850,LASARA ISD,4.82685E+11,LASARA H S,GE80
TEXAS,48,4826910,LATEXO ISD,4.82691E+11,LATEXO H S,GE90
TEXAS,48,4826970,LAZBUDDIE ISD,4.82697E+11,LAZBUDDIE SCHOOL,GE50
TEXAS,48,4827000,LEAKEY ISD,4.827E+11,LEAKEY SCHOOL,GE80
TEXAS,48,4827030,LEANDER ISD,4.82703E+11,LEANDER H S,94
TEXAS,48,4827030,LEANDER ISD,4.82703E+11,CEDAR PARK H S,GE99
TEXAS,48,4827030,LEANDER ISD,4.82703E+11,VISTA RIDGE H S,97
TEXAS,48,4827030,LEANDER ISD,4.82703E+11,NEW HOPE H S,80-89
TEXAS,48,4827030,LEANDER ISD,4.82703E+11,ROUSE H S,97
TEXAS,48,4827030,LEANDER ISD,4.82703E+11,VANDEGRIFT H S,98
TEXAS,48,4827090,LEFORS ISD,4.82709E+11,LEFORS SCHOOL,GE50
TEXAS,48,4827120,LEGGETT ISD,4.82712E+11,LEGGETT H S,GE50
TEXAS,48,4827180,LEON ISD,4.82718E+11,LEON H S,GE90
TEXAS,48,4827210,LEONARD ISD,4.82721E+11,LEONARD H S,GE95
TEXAS,48,4827240,LEVELLAND ISD,4.82724E+11,LEVELLAND H S,80-84
TEXAS,48,4827270,LEVERETTS CHAPEL ISD,4.82727E+11,LEVERETTS CHAPEL H S,GE50
TEXAS,48,4827300,LEWISVILLE ISD,4.8273E+11,LEWISVILLE H S,95
TEXAS,48,4827300,LEWISVILLE ISD,4.8273E+11,MARCUS H S,98
TEXAS,48,4827300,LEWISVILLE ISD,4.8273E+11,THE COLONY H S,97
TEXAS,48,4827300,LEWISVILLE ISD,4.8273E+11,LEARNING CTR,70
TEXAS,48,4827300,LEWISVILLE ISD,4.8273E+11,HEBRON H S,98
TEXAS,48,4827300,LEWISVILLE ISD,4.8273E+11,FLOWER MOUND H S,98
TEXAS,48,4827330,LEXINGTON ISD,4.82733E+11,LEXINGTON HIGH SCHOOL,GE95
TEXAS,48,4827390,LIBERTY-EYLAU ISD,4.82739E+11,LIBERTY-EYLAU H S,90-94
TEXAS,48,4827420,LIBERTY HILL ISD,4.82742E+11,LIBERTY HILL H S,95
TEXAS,48,4827450,LIBERTY ISD,4.82745E+11,LIBERTY H S,GE95
TEXAS,48,4827510,LINDALE ISD,4.82751E+11,LINDALE H S,98
TEXAS,48,4827540,LINDEN-KILDARE CISD,4.82754E+11,LINDEN-KILDARE H S,GE95
TEXAS,48,4827570,LINDSAY ISD,4.82757E+11,LINDSAY H S,GE90
TEXAS,48,4827600,LINGLEVILLE ISD,4.8276E+11,LINGLEVILLE SCHOOL,GE50
TEXAS,48,4827630,LIPAN ISD,4.82763E+11,LIPAN H S,GE80
TEXAS,48,4827690,LITTLE CYPRESS-MAURICEVILLE CISD,4.82769E+11,LIT CYPR-MRCEVILLE H S,97
TEXAS,48,4827720,LITTLE ELM ISD,4.82772E+11,LITTLE ELM H S,88
TEXAS,48,4827750,LITTLEFIELD ISD,4.82775E+11,LITTLEFIELD H S,90-94
TEXAS,48,4827780,LIVINGSTON ISD,4.82778E+11,LIVINGSTON H S,93
TEXAS,48,4827810,LLANO ISD,4.82781E+11,LLANO H S,GE95
TEXAS,48,4827870,LOCKHART ISD,4.82787E+11,LOCKHART H S,91
TEXAS,48,4827870,LOCKHART ISD,4.82787E+11,LOCKHART PRIDE HS,70-79
TEXAS,48,4827890,LOCKNEY ISD,4.82789E+11,LOCKNEY H S,GE90
TEXAS,48,4827930,LOHN ISD,4.82793E+11,LOHN SCHOOL,GE50
TEXAS,48,4827960,LOMETA ISD,4.82796E+11,LOMETA SCHOOL,GE50
TEXAS,48,4828020,LONE OAK ISD,4.82802E+11,LONE OAK H S,GE90
TEXAS,48,4828110,LONGVIEW ISD,4.82811E+11,JUVENILE DETENT CTR,PS
TEXAS,48,4828110,LONGVIEW ISD,4.82811E+11,LONGVIEW H S,98
TEXAS,48,4828110,LONGVIEW ISD,4.82811E+11,LEAD ACADEMY H S,80-84
TEXAS,48,4828140,LOOP ISD,4.82814E+11,LOOP SCHOOL,PS
TEXAS,48,4828170,LORAINE ISD,4.82817E+11,LORAINE SCHOOL,GE50
TEXAS,48,4828200,LORENA ISD,4.8282E+11,LORENA HIGH,GE95
TEXAS,48,4828230,LORENZO ISD,4.82823E+11,LORENZO H S,GE80
TEXAS,48,4828290,LOS FRESNOS CISD,4.82829E+11,LOS FRESNOS H S,91
TEXAS,48,4828350,LOUISE ISD,4.82835E+11,LOUISE H S,GE90
TEXAS,48,4828380,LOVEJOY ISD,4.82838E+11,LOVEJOY H S,98
TEXAS,48,4828410,LOVELADY ISD,4.82841E+11,LOVELADY J H H S,GE90
TEXAS,48,4828500,LUBBOCK ISD,4.8285E+11,HOMEBOUND,PS
TEXAS,48,4828500,LUBBOCK ISD,4.8285E+11,MATTHEWS LEARNING CENTER,45-49
TEXAS,48,4828500,LUBBOCK ISD,4.8285E+11,CORONADO H S,90
TEXAS,48,4828500,LUBBOCK ISD,4.8285E+11,ESTACADO H S,75-79
TEXAS,48,4828500,LUBBOCK ISD,4.8285E+11,LUBBOCK H S,97
TEXAS,48,4828500,LUBBOCK ISD,4.8285E+11,MONTEREY H S,87
TEXAS,48,4828500,LUBBOCK ISD,4.8285E+11,TALKINGTON SCHOOL FOR YOUNG WOMEN LEADERS,GE90
TEXAS,48,4828530,LUEDERS-AVOCA ISD,4.82853E+11,LUEDERS-AVOCA H S,GE50
TEXAS,48,4828550,LUFKIN ISD,4.82855E+11,JUVENILE DETENT CTR,PS
TEXAS,48,4828550,LUFKIN ISD,4.82855E+11,STUBBLEFIELD LRN CTR,65-69
TEXAS,48,4828550,LUFKIN ISD,4.82855E+11,LUFKIN H S,95
TEXAS,48,4828590,LULING ISD,4.82859E+11,LULING H S,90-94
TEXAS,48,4828620,LYFORD CISD,4.82862E+11,LYFORD H S,90-94
TEXAS,48,4828650,LYTLE ISD,4.82865E+11,LYTLE H S,90-94
TEXAS,48,4828680,MABANK ISD,4.82868E+11,MABANK H S,90
TEXAS,48,4828710,MADISONVILLE CISD,4.82871E+11,MADISONVILLE H S,GE95
TEXAS,48,4828740,MAGNOLIA ISD,4.82874E+11,MAGNOLIA H S,96
TEXAS,48,4828740,MAGNOLIA ISD,4.82874E+11,ALPHA,70-74
TEXAS,48,4828740,MAGNOLIA ISD,4.82874E+11,MAGNOLIA WEST H S,94
TEXAS,48,4828780,MALAKOFF ISD,4.82878E+11,MALAKOFF H S,GE95
TEXAS,48,4828780,MALAKOFF ISD,4.82878E+11,GATEWAY,GE50
TEXAS,48,4828890,MANOR ISD,4.82889E+11,MANOR H S,93
TEXAS,48,4828890,MANOR ISD,4.82889E+11,MANOR EXCEL ACADEMY,60-64
TEXAS,48,4828890,MANOR ISD,4.82889E+11,MANOR NEW TECHNOLOGY HIGH,GE95
TEXAS,48,4828920,MANSFIELD ISD,4.82892E+11,THE PHOENIX ACADEMY,50-54
TEXAS,48,4828920,MANSFIELD ISD,4.82892E+11,MANSFIELD SUMMIT H S,94
TEXAS,48,4828920,MANSFIELD ISD,4.82892E+11,MANSFIELD H S,98
TEXAS,48,4828920,MANSFIELD ISD,4.82892E+11,MANSFIELD TIMBERVIEW H S,95
TEXAS,48,4828920,MANSFIELD ISD,4.82892E+11,MANSFIELD LEGACY H S,96
TEXAS,48,4828920,MANSFIELD ISD,4.82892E+11,MANSFIELD LAKE RIDGE H S,96
TEXAS,48,4828920,MANSFIELD ISD,4.82892E+11,MANSFIELD FRONTIER H S,GE95
TEXAS,48,4828980,MARATHON ISD,4.82898E+11,MARATHON INDEPENDENT SCHOOL DIST,PS
TEXAS,48,4829010,MARBLE FALLS ISD,4.82901E+11,MARBLE FALLS H S,94
TEXAS,48,4829010,MARBLE FALLS ISD,4.82901E+11,FALLS CAREER H S,40-59
TEXAS,48,4829040,MARFA ISD,4.82904E+11,MARFA SCHOOLS,GE80
TEXAS,48,4829100,MARION ISD,4.8291E+11,MARION H S,GE95
TEXAS,48,4829130,MARLIN ISD,4.82913E+11,MARLIN H S,80-89
TEXAS,48,4829160,MARSHALL ISD,4.82916E+11,MARSHALL H S,88
TEXAS,48,4829190,MART ISD,4.82919E+11,MART H S,GE90
TEXAS,48,4829220,MARTINS MILL ISD,4.82922E+11,MARTINS MILL H S,GE90
TEXAS,48,4829250,MARTINSVILLE ISD,4.82925E+11,MARTINSVILLE SCHOOL,GE80
TEXAS,48,4829280,MASON ISD,4.82928E+11,MASON H S,GE90
TEXAS,48,4829400,MATHIS ISD,4.8294E+11,MATHIS H S,80-84
TEXAS,48,4829460,MAUD ISD,4.82946E+11,MAUD SCHOOL,GE90
TEXAS,48,4829520,MAY ISD,4.82952E+11,MAY H S,GE80
TEXAS,48,4829580,MAYPEARL ISD,4.82958E+11,MAYPEARL H S,GE95
TEXAS,48,4829670,MCALLEN ISD,4.82967E+11,MCALLEN H S,92
TEXAS,48,4829670,MCALLEN ISD,4.82967E+11,MEMORIAL H S,87
TEXAS,48,4829670,MCALLEN ISD,4.82967E+11,ACHIEVE EARLY COLLEGE H S,GE95
TEXAS,48,4829670,MCALLEN ISD,4.82967E+11,ROWE H S,89
TEXAS,48,4829670,MCALLEN ISD,4.82967E+11,LAMAR ACADEMY,90-94
TEXAS,48,4829700,MCCAMEY ISD,4.8297E+11,MCCAMEY H S,GE90
TEXAS,48,4829820,MCGREGOR ISD,4.82982E+11,MCGREGOR H S,GE95
TEXAS,48,4829850,MCKINNEY ISD,4.82985E+11,MCKINNEY H S,97
TEXAS,48,4829850,MCKINNEY ISD,4.82985E+11,SERENITY HIGH,GE50
TEXAS,48,4829850,MCKINNEY ISD,4.82985E+11,COUNTY RESIDENTIAL CENTER,LT50
TEXAS,48,4829850,MCKINNEY ISD,4.82985E+11,MCKINNEY NORTH H S,98
TEXAS,48,4829850,MCKINNEY ISD,4.82985E+11,MCKINNEY BOYD H S,GE99
TEXAS,48,4829880,MCLEAN ISD,4.82988E+11,MCLEAN SCHOOL,GE50
TEXAS,48,4829910,MCLEOD ISD,4.82991E+11,MCLEOD H S,GE80
TEXAS,48,4829940,MCMULLEN COUNTY ISD,4.82994E+11,MCMULLEN COUNTY SCHOOL,GE80
TEXAS,48,4830000,MEADOW ISD,4.83E+11,MEADOW SCHOOL,GE80
TEXAS,48,4830030,MEDINA ISD,4.83003E+11,MEDINA SCHOOL,GE80
TEXAS,48,4830060,MEDINA VALLEY ISD,4.83006E+11,MEDINA VALLEY H S,97
TEXAS,48,4830120,MELISSA ISD,4.83012E+11,MELISSA H S,GE95
TEXAS,48,4830180,MEMPHIS ISD,4.83018E+11,MEMPHIS H S,GE80
TEXAS,48,4830210,MENARD ISD,4.83021E+11,MENARD H S,GE80
TEXAS,48,4830250,MERCEDES ISD,4.83025E+11,MERCEDES H S,GE95
TEXAS,48,4830250,MERCEDES ISD,4.83025E+11,MERCEDES ACADEMIC ACADEMY,80-84
TEXAS,48,4830250,MERCEDES ISD,4.83025E+11,MERCEDES EARLY COLLEGE ACADEMY,GE95
TEXAS,48,4830300,MERIDIAN ISD,4.8303E+11,MERIDIAN H S,GE90
TEXAS,48,4830340,MERKEL ISD,4.83034E+11,MERKEL H S,85-89
TEXAS,48,4830360,IRION COUNTY ISD,4.83036E+11,IRION H S,GE80
TEXAS,48,4830390,MESQUITE ISD,4.83039E+11,MESQUITE H S,87
TEXAS,48,4830390,MESQUITE ISD,4.83039E+11,NORTH MESQUITE H S,95
TEXAS,48,4830390,MESQUITE ISD,4.83039E+11,WEST MESQUITE H S,95
TEXAS,48,4830390,MESQUITE ISD,4.83039E+11,POTEET H S,98
TEXAS,48,4830390,MESQUITE ISD,4.83039E+11,HORN H S,90
TEXAS,48,4830390,MESQUITE ISD,4.83039E+11,MESQUITE ACADEMY,61
TEXAS,48,4830420,MEXIA ISD,4.83042E+11,MEXIA H S,90-94
TEXAS,48,4830420,MEXIA ISD,4.83042E+11,DEVELOPMENTAL CTR,PS
TEXAS,48,4830480,MIAMI ISD,4.83048E+11,MIAMI SCHOOL,GE80
TEXAS,48,4830570,MIDLAND ISD,4.83057E+11,LEE H S,89
TEXAS,48,4830570,MIDLAND ISD,4.83057E+11,MIDLAND H S,90
TEXAS,48,4830570,MIDLAND ISD,4.83057E+11,VIOLA M COLEMAN H S,55-59
TEXAS,48,4830570,MIDLAND ISD,4.83057E+11,EARLY COLLEGE H S AT MIDLAND COLLEGE,GE95
TEXAS,48,4830600,MIDLOTHIAN ISD,4.8306E+11,MIDLOTHIAN H S,92
TEXAS,48,4830640,MIDWAY ISD,4.83064E+11,MIDWAY H S,GE99
TEXAS,48,4830660,MIDWAY ISD,4.83066E+11,MIDWAY SCHOOL,PS
TEXAS,48,4830690,MILANO ISD,4.83069E+11,MILANO H S,GE90
TEXAS,48,4830720,MILDRED ISD,4.83072E+11,MILDRED H S,GE90
TEXAS,48,4830750,MILES ISD,4.83075E+11,MILES H S,GE80
TEXAS,48,4830780,MILFORD ISD,4.83078E+11,MILFORD SCHOOL,GE80
TEXAS,48,4830810,MILLER GROVE ISD,4.83081E+11,MILLER GROVE SCHOOL,GE80
TEXAS,48,4830870,MILLSAP ISD,4.83087E+11,MILLSAP H S,GE90
TEXAS,48,4830930,MINEOLA ISD,4.83093E+11,MINEOLA H S,90-94
TEXAS,48,4830950,MINERAL WELLS ISD,4.83095E+11,MINERAL WELLS H S,90-94
TEXAS,48,4830950,MINERAL WELLS ISD,4.83095E+11,MINERAL WELLS ACADEMY,GE90
TEXAS,48,4831040,MISSION CISD,4.83104E+11,MISSION H S,83
TEXAS,48,4831040,MISSION CISD,4.83104E+11,VETERANS MEMORIAL H S,91
TEXAS,48,4831170,MONAHANS-WICKETT-PYOTE ISD,4.83117E+11,MONAHANS H S,90-94
TEXAS,48,4831170,MONAHANS-WICKETT-PYOTE ISD,4.83117E+11,MONAHANS ED CTR,GE80
TEXAS,48,4831230,MONTE ALTO ISD,4.83123E+11,MONTE ALTO H S,GE90
TEXAS,48,4831260,MONTGOMERY ISD,4.83126E+11,MONTGOMERY H S,95
TEXAS,48,4831290,MOODY ISD,4.83129E+11,MOODY H S,GE90
TEXAS,48,4831320,MORAN ISD,4.83132E+11,MORAN SCHOOL,PS
TEXAS,48,4831380,MORGAN ISD,4.83138E+11,MORGAN SCHOOL,GE50
TEXAS,48,4831470,MORTON ISD,4.83147E+11,MORTON SCHOOL,GE80
TEXAS,48,4831470,MORTON ISD,4.83147E+11,P E P,PS
TEXAS,48,4831500,MOTLEY COUNTY ISD,4.8315E+11,MOTLEY COUNTY SCHOOL,GE50
TEXAS,48,4831560,MOULTON ISD,4.83156E+11,MOULTON H S,GE80
TEXAS,48,4831620,MOUNT CALM ISD,4.83162E+11,MOUNT CALM H S,GE50
TEXAS,48,4831650,MOUNT ENTERPRISE ISD,4.83165E+11,MT ENTERPRISE H S,GE80
TEXAS,48,4831760,MOUNT PLEASANT ISD,4.83176E+11,MOUNT PLEASANT H S,98
TEXAS,48,4831770,MOUNT VERNON ISD,4.83177E+11,MT VERNON H S,GE95
TEXAS,48,4831860,MUENSTER ISD,4.83186E+11,MUENSTER H S,GE90
TEXAS,48,4831890,MULESHOE ISD,4.83189E+11,MULESHOE H S,GE95
TEXAS,48,4831890,MULESHOE ISD,4.83189E+11,P E P,GE50
TEXAS,48,4831920,MULLIN ISD,4.83192E+11,MULLIN H S,GE50
TEXAS,48,4831950,MUMFORD ISD,4.83195E+11,MUMFORD H S,GE80
TEXAS,48,4831970,MUNDAY CISD,4.83197E+11,MUNDAY SECONDARY,GE80
TEXAS,48,4832090,NACOGDOCHES ISD,4.83209E+11,NACOGDOCHES H S,88
TEXAS,48,4832090,NACOGDOCHES ISD,4.83209E+11,MALCOLM RECTOR TECHNICAL H S,55-59
TEXAS,48,4832130,NATALIA ISD,4.83213E+11,NATALIA H S,85-89
TEXAS,48,4832160,NAVARRO ISD,4.83216E+11,NAVARRO H S,GE95
TEXAS,48,4832190,NAVASOTA ISD,4.83219E+11,NAVASOTA H S,90-94
TEXAS,48,4832220,NAZARETH ISD,4.83222E+11,NAZARETH SCHOOL,GE80
TEXAS,48,4832250,NECHES ISD,4.83225E+11,NECHES H S,GE90
TEXAS,48,4832280,NEDERLAND ISD,4.83228E+11,NEDERLAND H S,94
TEXAS,48,4832310,NEEDVILLE ISD,4.83231E+11,NEEDVILLE H S,90-94
TEXAS,48,4832340,NEW BOSTON ISD,4.83234E+11,NEW BOSTON H S,90-94
TEXAS,48,4832370,NEW BRAUNFELS ISD,4.83237E+11,NEW BRAUNFELS H S,94
TEXAS,48,4832370,NEW BRAUNFELS ISD,4.83237E+11,THE NBISD LEARNING CENTER,90-94
TEXAS,48,4832400,NEW CANEY ISD,4.8324E+11,NEW CANEY H S,90
TEXAS,48,4832400,NEW CANEY ISD,4.8324E+11,PORTER H S,88
TEXAS,48,4832430,NEW DEAL ISD,4.83243E+11,NEW DEAL H S,GE90
