STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_RATE_1516
TEXAS,48,4800202,WINFREE ACADEMY CHARTER SCHOOLS,4.8002E+11,WINFREE ACADEMY CHARTER SCHOOL DALLAS,9-Jun
TEXAS,48,4800203,A+ ACADEMY,4.8002E+11,A+ ACADEMY,GE95
TEXAS,48,4800205,EL PASO ACADEMY,4.80021E+11,EL PASO ACADEMY,40-44
TEXAS,48,4800205,EL PASO ACADEMY,4.80021E+11,EL PASO ACADEMY WEST,55-59
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF SAN ANTONIO,50-59
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF BROWNSVILLE,40-44
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF PHARR,40-49
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S AMERICAN YOUTHWORKS,20-29
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF LUBBOCK,50-59
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF WACO,70-74
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF MIDLAND,60-79
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF TYLER,21-39
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF FORT WORTH,19-Nov
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF ABILENE,80-84
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF DEL RIO,50-59
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF LAREDO,50-59
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF DUBLIN/COMANCHE/EARLY,60-69
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF AUSTIN,40-49
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF MISSION,50-59
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF PALMVIEW,60-69
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF NORTH AUSTIN,40-49
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF EL PASO,40-49
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF SAN JUAN,50-59
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF NEW BRAUNFELS,60-69
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF RICHARDSON,40-59
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF HUNTSVILLE,40-59
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF GRANBURY,50-59
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF SOUTH IRVING,40-59
TEXAS,48,4800207,PREMIER HIGH SCHOOLS,4.80021E+11,PREMIER H S OF DAYTON,80-89
TEXAS,48,4800209,YES PREP PUBLIC SCHOOLS INC,4.80021E+11,YES PREP - SOUTHEAST,90-94
TEXAS,48,4800209,YES PREP PUBLIC SCHOOLS INC,4.80021E+11,YES PREP - NORTH CENTRAL,GE95
TEXAS,48,4800209,YES PREP PUBLIC SCHOOLS INC,4.80021E+11,YES PREP - SOUTHWEST,GE95
TEXAS,48,4800209,YES PREP PUBLIC SCHOOLS INC,4.80021E+11,YES PREP - EAST END,GE95
TEXAS,48,4800209,YES PREP PUBLIC SCHOOLS INC,4.80021E+11,YES PREP - GULFTON,80-84
TEXAS,48,4800210,HARMONY SCIENCE ACADEMY,4.80021E+11,HARMONY SCIENCE ACADEMY,GE95
TEXAS,48,4800210,HARMONY SCIENCE ACADEMY,4.80021E+11,HARMONY SCHOOL OF INGENUITY,GE90
TEXAS,48,4800211,IDEA PUBLIC SCHOOLS,4.80021E+11,IDEA COLLEGE PREP,GE95
TEXAS,48,4800211,IDEA PUBLIC SCHOOLS,4.80021E+11,IDEA QUEST COLLEGE PREPARATORY,GE95
TEXAS,48,4800211,IDEA PUBLIC SCHOOLS,4.80021E+11,IDEA FRONTIER COLLEGE PREPARATORY,GE95
TEXAS,48,4800211,IDEA PUBLIC SCHOOLS,4.80021E+11,IDEA COLLEGE PREPARATORY SAN JUAN,GE95
TEXAS,48,4800211,IDEA PUBLIC SCHOOLS,4.80021E+11,IDEA COLLEGE PREPARATORY MISSION,GE95
TEXAS,48,4800211,IDEA PUBLIC SCHOOLS,4.80021E+11,IDEA COLLEGE PREPARATORY SAN BENITO,GE95
TEXAS,48,4800213,PANOLA CHARTER SCHOOL,4.80021E+11,PANOLA CS,GE50
TEXAS,48,4800213,PANOLA CHARTER SCHOOL,4.80021E+11,TEXAS EARLY COLLEGE H S,GE50
TEXAS,48,4800213,PANOLA CHARTER SCHOOL,4.80021E+11,PANOLA EARLY COLLEGE H S,GE50
TEXAS,48,4800214,BRAZOS RIVER CHARTER SCHOOL,4.80021E+11,BRAZOS RIVER CHARTER SCHOOL,70-74
TEXAS,48,4800227,BIG SPRINGS CHARTER SCHOOL,4.80023E+11,BIG SPRINGS CHARTER SCHOOL,GE50
TEXAS,48,4800227,BIG SPRINGS CHARTER SCHOOL,4.80023E+11,HILL COUNTRY YOUTH RANCH,GE50
TEXAS,48,4800231,FORT WORTH ACADEMY OF FINE ARTS,4.80023E+11,FORT WORTH ACADEMY OF FINE ARTS,GE90
TEXAS,48,4800235,ORENDA CHARTER SCHOOL,4.80024E+11,GATEWAY TECH H S,GE90
TEXAS,48,4800235,ORENDA CHARTER SCHOOL,4.80024E+11,GATEWAY COLLEGE PREPARATORY SCHOOL,GE90
TEXAS,48,4800236,EVOLUTION ACADEMY CHARTER SCHOOL,4.80024E+11,EVOLUTION ACADEMY CHARTER SCHOOL,29
TEXAS,48,4800241,HARMONY SCIENCE ACADEMY (AUSTIN),4.80024E+11,HARMONY SCIENCE ACADEMY NORTH AUSTIN,GE95
TEXAS,48,4800241,HARMONY SCIENCE ACADEMY (AUSTIN),4.80024E+11,HARMONY SCHOOL OF EXCELLENCE,GE90
TEXAS,48,4800254,WESTLAKE ACADEMY CHARTER SCHOOL,4.80025E+11,WESTLAKE ACADEMY,GE95
TEXAS,48,4800257,KIPP SAN ANTONIO,4.80026E+11,KIPP UNIVERSITY PREP H S,GE95
TEXAS,48,4800258,SCHOOL OF SCIENCE AND TECHNOLOGY,4.80026E+11,SCHOOL OF SCIENCE AND TECHNOLOGY,90-94
TEXAS,48,4800264,KIPP AUSTIN PUBLIC SCHOOLS INC,4.80026E+11,KIPP AUSTIN COLLEGIATE,90-94
TEXAS,48,4800266,HARMONY SCIENCE ACAD (SAN ANTONIO),4.80027E+11,HARMONY SCIENCE ACAD (SAN ANTONIO),GE90
TEXAS,48,4800266,HARMONY SCIENCE ACAD (SAN ANTONIO),4.80027E+11,HARMONY SCIENCE ACADEMY - LAREDO,GE90
TEXAS,48,4800268,BROOKS ACADEMY OF SCIENCE AND ENGINEERING,4.80027E+11,BROOKS ACADEMY OF SCIENCE AND ENGINEERING,GE95
TEXAS,48,4800271,RICHLAND COLLEGIATE HIGH SCHOOL,4.80027E+11,RICHLAND COLLEGIATE H S OF MATH SCIENCE ENGINEERIN,85-89
TEXAS,48,4800272,HARMONY SCIENCE ACAD (EL PASO),4.80027E+11,HARMONY SCIENCE ACAD (EL PASO),GE90
TEXAS,48,4800272,HARMONY SCIENCE ACAD (EL PASO),4.80027E+11,HARMONY SCHOOL OF INNOVATION - EL PASO,GE80
TEXAS,48,4800274,HARMONY SCHOOL OF EXCELLENCE,4.80027E+11,HARMONY SCHOOL OF ADVANCEMENT - HIGH,GE95
TEXAS,48,4800278,CROSSTIMBERS ACADEMY,4.80028E+11,CROSSTIMBERS ACADEMY,70-79
TEXAS,48,4800292,HARMONY SCIENCE ACAD (WACO),4.80029E+11,HARMONY SCIENCE ACAD (WACO),GE80
TEXAS,48,4800292,HARMONY SCIENCE ACAD (WACO),4.80029E+11,HARMONY SCIENCE ACADEMY - DALLAS,GE95
TEXAS,48,4801400,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,4.8014E+11,SCHOOL OF SCIENCE AND TECHNOLOGY CORPUS CHRISTI,GE80
TEXAS,48,4801404,MEADOWLAND CHARTER SCHOOL,4.8014E+11,MEADOWLAND CHARTER SCHOOL,60-79
TEXAS,48,4801409,TEXAS LEADERSHIP,4.80141E+11,TLC ACADEMY,GE90
TEXAS,48,4801410,BOB HOPE SCHOOL,4.80141E+11,BOB HOPE SCHOOL,GE80
TEXAS,48,4801412,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,4.80141E+11,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,GE90
TEXAS,48,4807350,COLLEGE STATION ISD,4.80735E+11,A & M CONS H S,90
TEXAS,48,4807350,COLLEGE STATION ISD,4.80735E+11,CENTER FOR ALTERNATIVE LEARNING,30-39
TEXAS,48,4807380,ABBOTT ISD,4.80738E+11,ABBOTT SCHOOL,GE80
TEXAS,48,4807410,ABERNATHY ISD,4.80741E+11,ABERNATHY H S,GE90
TEXAS,48,4807440,ABILENE ISD,4.80744E+11,ABILENE H S,91
TEXAS,48,4807440,ABILENE ISD,4.80744E+11,COOPER H S,90
TEXAS,48,4807440,ABILENE ISD,4.80744E+11,WOODSON CENTER FOR EXCELLENCE,85-89
TEXAS,48,4807440,ABILENE ISD,4.80744E+11,ABILENE BEHAVIORAL HEALTH,PS
TEXAS,48,4807440,ABILENE ISD,4.80744E+11,ACADEMY FOR TECHNOLOGY ENGINEERING MATH & SCIENCE,GE90
TEXAS,48,4807470,ACADEMY ISD,4.80747E+11,ACADEMY H S,90-94
TEXAS,48,4807500,ADRIAN ISD,4.8075E+11,ADRIAN SCHOOL,PS
TEXAS,48,4807530,AGUA DULCE ISD,4.80753E+11,AGUA DULCE H S,GE90
TEXAS,48,4807590,ALAMO HEIGHTS ISD,4.80759E+11,ALAMO HEIGHTS H S,94
TEXAS,48,4807650,ALBA-GOLDEN ISD,4.80765E+11,ALBA-GOLDEN H S,GE95
TEXAS,48,4807680,ALBANY ISD,4.80768E+11,ALBANY JR-SR H S,GE90
TEXAS,48,4807710,ALDINE ISD,4.80771E+11,CARVER H S FOR APPLIED TECH/ENGINEERING/ARTS,90-94
TEXAS,48,4807710,ALDINE ISD,4.80771E+11,ALDINE H S,86
TEXAS,48,4807710,ALDINE ISD,4.80771E+11,NIMITZ H S,87
TEXAS,48,4807710,ALDINE ISD,4.80771E+11,EISENHOWER H S,85
TEXAS,48,4807710,ALDINE ISD,4.80771E+11,LANE SCHOOL,LE10
TEXAS,48,4807710,ALDINE ISD,4.80771E+11,MACARTHUR H S,83
TEXAS,48,4807710,ALDINE ISD,4.80771E+11,VICTORY EARLY COLLEGE H S,GE95
TEXAS,48,4807710,ALDINE ISD,4.80771E+11,HALL CENTER FOR EDUCATION,20-24
TEXAS,48,4807780,ALEDO ISD,4.80778E+11,ALEDO H S,97
TEXAS,48,4807800,ALICE ISD,4.8078E+11,ALICE H S,79
TEXAS,48,4807830,ALIEF ISD,4.80783E+11,ELSIK H S,90
TEXAS,48,4807830,ALIEF ISD,4.80783E+11,HASTINGS H S,93
TEXAS,48,4807830,ALIEF ISD,4.80783E+11,ADMIN SERVICES,LT50
TEXAS,48,4807830,ALIEF ISD,4.80783E+11,TAYLOR H S,86
TEXAS,48,4807830,ALIEF ISD,4.80783E+11,ALIEF EARLY COLLEGE H S,GE95
TEXAS,48,4807830,ALIEF ISD,4.80783E+11,KERR H S,GE95
TEXAS,48,4807890,ALLEN ISD,4.80789E+11,ALLEN H S,98
TEXAS,48,4807950,ALPINE ISD,4.80795E+11,ALPINE H S,GE95
TEXAS,48,4807980,ALTO ISD,4.80798E+11,ALTO H S,GE90
TEXAS,48,4808090,ALVIN ISD,4.80809E+11,ALVIN H S,92
TEXAS,48,4808090,ALVIN ISD,4.80809E+11,MANVEL H S,96
TEXAS,48,4808090,ALVIN ISD,4.80809E+11,ASSETS,70-74
TEXAS,48,4808100,ALVORD ISD,4.8081E+11,ALVORD H S,GE90
TEXAS,48,4808130,AMARILLO ISD,4.80813E+11,AMARILLO H S,98
TEXAS,48,4808130,AMARILLO ISD,4.80813E+11,CAPROCK H S,93
TEXAS,48,4808130,AMARILLO ISD,4.80813E+11,NORTH HEIGHTS ALTER,55
TEXAS,48,4808130,AMARILLO ISD,4.80813E+11,PALO DURO H S,83
TEXAS,48,4808130,AMARILLO ISD,4.80813E+11,TASCOSA H S,92
TEXAS,48,4808160,AMHERST ISD,4.80816E+11,AMHERST SCHOOL,GE50
TEXAS,48,4808190,ANAHUAC ISD,4.80819E+11,ANAHUAC H S,GE95
TEXAS,48,4808230,ANDERSON-SHIRO CISD,4.80823E+11,ANDERSON-SHIRO JR/SR H S,GE95
TEXAS,48,4808280,ANDREWS ISD,4.80828E+11,ANDREWS H S,98
TEXAS,48,4808280,ANDREWS ISD,4.80828E+11,ANDREWS EDUCATION CENTER,85-89
TEXAS,48,4808310,ANGLETON ISD,4.80831E+11,ANGLETON H S,95
TEXAS,48,4808310,ANGLETON ISD,4.80831E+11,STUDENT ALTERNATIVE CTR,PS
TEXAS,48,4808340,ANNA ISD,4.80834E+11,ANNA H S,GE95
TEXAS,48,4808400,ANSON ISD,4.8084E+11,ANSON H S,GE90
TEXAS,48,4808430,ANTHONY ISD,4.80843E+11,ANTHONY H S,80-89
TEXAS,48,4808460,ANTON ISD,4.80846E+11,ANTON SCHOOL,GE80
TEXAS,48,4808490,APPLE SPRINGS ISD,4.80849E+11,APPLE SPRINGS H S,GE50
TEXAS,48,4808520,AQUILLA ISD,4.80852E+11,AQUILLA SCHOOL,GE80
TEXAS,48,4808550,ARANSAS COUNTY ISD,4.80855E+11,ROCKPORT-FULTON H S,87
TEXAS,48,4808580,ARANSAS PASS ISD,4.80858E+11,ARANSAS PASS H S,90-94
TEXAS,48,4808610,ARCHER CITY ISD,4.80861E+11,ARCHER CITY H S,GE90
TEXAS,48,4808670,ARGYLE ISD,4.80867E+11,ARGYLE H S,GE95
TEXAS,48,4808700,ARLINGTON ISD,4.8087E+11,ARLINGTON H S,89
TEXAS,48,4808700,ARLINGTON ISD,4.8087E+11,SAM HOUSTON H S,75
TEXAS,48,4808700,ARLINGTON ISD,4.8087E+11,LAMAR H S,78
TEXAS,48,4808700,ARLINGTON ISD,4.8087E+11,MARTIN H S,96
TEXAS,48,4808700,ARLINGTON ISD,4.8087E+11,VENTURE ALTER H S,50
TEXAS,48,4808700,ARLINGTON ISD,4.8087E+11,SEGUIN H S,93
TEXAS,48,4808700,ARLINGTON ISD,4.8087E+11,BOWIE H S,87
TEXAS,48,4808730,ARP ISD,4.80873E+11,ARP H S,GE90
TEXAS,48,4808870,ATHENS ISD,4.80887E+11,ATHENS H S,95
TEXAS,48,4808880,ATLANTA ISD,4.80888E+11,ATLANTA H S,GE95
TEXAS,48,4808910,AUBREY ISD,4.80891E+11,AUBREY H S,GE95
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,ANDERSON H S,97
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,AUSTIN H S,96
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,CROCKETT H S,95
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,LANIER H S,93
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,MCCALLUM H S,94
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,REAGAN H S,97
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,TRAVIS H S,86
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,ROSEDALE,LE20
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,BOWIE H S,98
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,LEADERSHIP ACADEMY,PS
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,GARZA INDEPENDENCE H S,40-44
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,AKINS H S,92
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,TRAVIS COUNTY JUVENILE DETENTION CENTER,PS
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,RICHARDS SCH FOR YOUNG WOMEN LEADERS,GE95
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,LBJ HIGH SCHOOL,90-94
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,LASA H S,GE99
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,EASTSIDE MEMORIAL AT THE JOHNSTON CAMPUS,90-94
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,GRADUATION PREP ACADEMY LANIER,19-Nov
TEXAS,48,4808940,AUSTIN ISD,4.80894E+11,GRADUATION PREP ACADEMY TRAVIS,20-29
TEXAS,48,4809000,AUSTWELL-TIVOLI ISD,4.809E+11,AUSTWELL-TIVOLI H S,GE50
TEXAS,48,4809030,AVALON ISD,4.80903E+11,AVALON SCHOOL,GE80
TEXAS,48,4809060,AVERY ISD,4.80906E+11,AVERY H S,GE80
TEXAS,48,4809090,AVINGER ISD,4.80909E+11,AVINGER SCHOOL,GE50
TEXAS,48,4809150,AXTELL ISD,4.80915E+11,AXTELL H S,GE90
TEXAS,48,4809200,AZLE ISD,4.8092E+11,AZLE H S,GE99
TEXAS,48,4809200,AZLE ISD,4.8092E+11,AZLE HORNET ACADEMY,70-79
TEXAS,48,4809280,BAIRD ISD,4.80928E+11,BAIRD H S,GE80
TEXAS,48,4809300,BALLINGER ISD,4.8093E+11,BALLINGER H S,GE95
TEXAS,48,4809330,BALMORHEA ISD,4.80933E+11,BALMORHEA SCHOOL,GE50
TEXAS,48,4809360,BANDERA ISD,4.80936E+11,BANDERA H S,90-94
TEXAS,48,4809390,BANGS ISD,4.80939E+11,BANGS H S,GE95
TEXAS,48,4809410,BANQUETE ISD,4.80941E+11,BANQUETE H S,GE95
TEXAS,48,4809450,BARBERS HILL ISD,4.80945E+11,BARBERS HILL H S,GE99
TEXAS,48,4809540,BARTLETT ISD,4.80954E+11,BARTLETT SCHOOLS,GE80
TEXAS,48,4809570,BASTROP ISD,4.80957E+11,BASTROP H S,96
TEXAS,48,4809570,BASTROP ISD,4.80957E+11,CEDAR CREEK H S,94
TEXAS,48,4809570,BASTROP ISD,4.80957E+11,GENESIS H S,70-74
TEXAS,48,4809630,BAY CITY ISD,4.80963E+11,BAY CITY H S,91
TEXAS,48,4809670,BEAUMONT ISD,4.80967E+11,CENTRAL SENIOR H S,86
TEXAS,48,4809670,BEAUMONT ISD,4.80967E+11,WEST BROOK SR H S,91
TEXAS,48,4809670,BEAUMONT ISD,4.80967E+11,OZEN H S,83
TEXAS,48,4809670,BEAUMONT ISD,4.80967E+11,PAUL A BROWN ALTERNATIVE CENTER,35-39
TEXAS,48,4809690,BECKVILLE ISD,4.80969E+11,BECKVILLE JR-SR HIGH SCHOOL,GE90
TEXAS,48,4809720,BEEVILLE ISD,4.80972E+11,A C JONES H S,88
TEXAS,48,4809750,BELLEVUE ISD,4.80975E+11,BELLEVUE SCHOOL,PS
TEXAS,48,4809780,BELLS ISD,4.80978E+11,BELLS H S,GE90
TEXAS,48,4809810,BELLVILLE ISD,4.80981E+11,BELLVILLE H S,GE95
TEXAS,48,4809860,BELTON ISD,4.80986E+11,BELTON H S,97
TEXAS,48,4809870,BEN BOLT-PALITO BLANCO ISD,4.80987E+11,BEN BOLT-PAL BLANCO H S,80-89
TEXAS,48,4810140,BIG SANDY ISD,4.81014E+11,BIG SANDY H S,GE90
TEXAS,48,4810170,BIG SANDY ISD,4.81017E+11,BIG SANDY SCHOOL,GE90
TEXAS,48,4810200,BIG SPRING ISD,4.8102E+11,BIG SPRING H S,90
TEXAS,48,4810230,BIRDVILLE ISD,4.81023E+11,HALTOM H S,94
TEXAS,48,4810230,BIRDVILLE ISD,4.81023E+11,RICHLAND H S,95
TEXAS,48,4810230,BIRDVILLE ISD,4.81023E+11,BIRDVILLE H S,96
TEXAS,48,4810260,BISHOP CISD,4.81026E+11,BISHOP H S,GE95
TEXAS,48,4810320,BLANCO ISD,4.81032E+11,BLANCO H S,GE95
TEXAS,48,4810350,BLAND ISD,4.81035E+11,BLAND H S,GE90
TEXAS,48,4810380,BLANKET ISD,4.81038E+11,BLANKET SCHOOL,GE80
TEXAS,48,4810440,BLOOMBURG ISD,4.81044E+11,BLOOMBURG H S,GE80
TEXAS,48,4810470,BLOOMING GROVE ISD,4.81047E+11,BLOOMING GROVE H S,GE95
TEXAS,48,4810500,BLOOMINGTON ISD,4.8105E+11,BLOOMINGTON H S,80-89
TEXAS,48,4810590,BLUE RIDGE ISD,4.81059E+11,BLUE RIDGE H S,GE90
TEXAS,48,4810650,BLUM ISD,4.81065E+11,BLUM H S,GE80
TEXAS,48,4810710,BOERNE ISD,4.81071E+11,BOERNE H S,GE99
TEXAS,48,4810710,BOERNE ISD,4.81071E+11,BOERNE - SAMUEL V CHAMPION H S,98
TEXAS,48,4810740,BOLES ISD,4.81074E+11,BOLES H S,GE90
TEXAS,48,4810780,BOLING ISD,4.81078E+11,BOLING H S,GE95
TEXAS,48,4810800,BONHAM ISD,4.8108E+11,BONHAM H S,GE95
TEXAS,48,4810830,BOOKER ISD,4.81083E+11,BOOKER JH/H S,GE80
TEXAS,48,4810860,BORDEN COUNTY ISD,4.81086E+11,BORDEN COUNTY SCHOOL,GE80
TEXAS,48,4810890,BORGER ISD,4.81089E+11,BORGER H S,90-94
TEXAS,48,4810910,BOSQUEVILLE ISD,4.81091E+11,BOSQUEVILLE H S,GE90
TEXAS,48,4810950,BOVINA ISD,4.81095E+11,BOVINA H S,GE80
TEXAS,48,4810990,BOWIE ISD,4.81099E+11,BOWIE H S,GE95
TEXAS,48,4811010,BOYD ISD,4.81101E+11,BOYD H S,GE95
TEXAS,48,4811040,BOYS RANCH ISD,4.81104E+11,BOYS RANCH H S,GE90
TEXAS,48,4811070,BRACKETT ISD,4.81107E+11,BRACKETT H S,GE90
TEXAS,48,4811110,BRADY ISD,4.81111E+11,BRADY H S,GE95
TEXAS,48,4811190,BRAZOSPORT ISD,4.81119E+11,BRAZOSPORT H S,94
TEXAS,48,4811190,BRAZOSPORT ISD,4.81119E+11,BRAZOSWOOD H S,96
TEXAS,48,4811190,BRAZOSPORT ISD,4.81119E+11,LIGHTHOUSE LEARNING CENTER - AEC,25-29
TEXAS,48,4811220,BRECKENRIDGE ISD,4.81122E+11,BRECKENRIDGE H S,90-94
TEXAS,48,4811250,BREMOND ISD,4.81125E+11,BREMOND H S,GE90
TEXAS,48,4811280,BRENHAM ISD,4.81128E+11,BRENHAM H S,96
TEXAS,48,4811280,BRENHAM ISD,4.81128E+11,PRIDE ACADEMY,21-39
TEXAS,48,4811310,BRIDGE CITY ISD,4.81131E+11,BRIDGE CITY H S,90-94
TEXAS,48,4811340,BRIDGEPORT ISD,4.81134E+11,BRIDGEPORT H S,90-94
TEXAS,48,4811400,FORT ELLIOTT CISD,4.8114E+11,FORT ELLIOTT SCHOOL,GE50
TEXAS,48,4811430,BROADDUS ISD,4.81143E+11,BROADDUS H S,GE90
TEXAS,48,4811460,BROCK ISD,4.81146E+11,BROCK H S,GE95
TEXAS,48,4811490,BRONTE ISD,4.81149E+11,BRONTE H S,GE50
TEXAS,48,4811490,BRONTE ISD,4.81149E+11,FAIRVIEW ACCELERATED,PS
TEXAS,48,4811520,BROOKELAND ISD,4.81152E+11,BROOKELAND H S,GE80
TEXAS,48,4811550,BROOKESMITH ISD,4.81155E+11,BROOKESMITH SCHOOL,GE50
TEXAS,48,4811580,BROOKS COUNTY ISD,4.81158E+11,FALFURRIAS H S,85-89
TEXAS,48,4811610,BROWNFIELD ISD,4.81161E+11,BROWNFIELD H S,90-94
TEXAS,48,4811610,BROWNFIELD ISD,4.81161E+11,BROWNFIELD EDUCATION CENTER,80-89
TEXAS,48,4811640,BROWNSBORO ISD,4.81164E+11,BROWNSBORO H S,GE95
TEXAS,48,4811680,BROWNSVILLE ISD,4.81168E+11,HANNA EARLY COLLEGE H S,92
TEXAS,48,4811680,BROWNSVILLE ISD,4.81168E+11,PORTER EARLY COLLEGE H S,89
TEXAS,48,4811680,BROWNSVILLE ISD,4.81168E+11,PACE EARLY COLLEGE H S,95
TEXAS,48,4811680,BROWNSVILLE ISD,4.81168E+11,LOPEZ EARLY COLLEGE H S,92
TEXAS,48,4811680,BROWNSVILLE ISD,4.81168E+11,RIVERA EARLY COLLEGE H S,94
TEXAS,48,4811680,BROWNSVILLE ISD,4.81168E+11,CAMERON CO J J A E P,PS
TEXAS,48,4811680,BROWNSVILLE ISD,4.81168E+11,VETERANS MEMORIAL EARLY COLLEGE H S,98
TEXAS,48,4811680,BROWNSVILLE ISD,4.81168E+11,BROWNSVILLE EARLY COLLEGE H S,GE95
TEXAS,48,4811700,BROWNWOOD ISD,4.8117E+11,BROWNWOOD H S,GE95
TEXAS,48,4811700,BROWNWOOD ISD,4.8117E+11,BROWNWOOD ACCELERATED H S,80-89
TEXAS,48,4811730,BRUCEVILLE-EDDY ISD,4.81173E+11,BRUCEVILLE-EDDY H S,GE90
TEXAS,48,4811730,BRUCEVILLE-EDDY ISD,4.81173E+11,AXTELL/BRUCEVILLE-EDDY LEARNING CENTER,LT50
TEXAS,48,4811790,BRYAN ISD,4.81179E+11,TRAVIS B BRYAN H S,91
TEXAS,48,4811790,BRYAN ISD,4.81179E+11,JAMES EARL RUDDER H S,91
TEXAS,48,4811790,BRYAN ISD,4.81179E+11,BRYAN COLLEGIATE H S,GE90
TEXAS,48,4811790,BRYAN ISD,4.81179E+11,THE MARY CATHERINE HARRIS SCHOOL-SCHOOL OF CHOICE,49
TEXAS,48,4811820,BRYSON ISD,4.81182E+11,BRYSON SCHOOL,GE80
TEXAS,48,4811850,BUCKHOLTS ISD,4.81185E+11,BUCKHOLTS SCHOOL,GE50
TEXAS,48,4811910,BUENA VISTA ISD,4.81191E+11,BUENA VISTA SCHOOL,GE50
TEXAS,48,4811990,BUFFALO ISD,4.81199E+11,BUFFALO H S,GE95
TEXAS,48,4812060,BULLARD ISD,4.81206E+11,BULLARD H S,GE95
TEXAS,48,4812090,BUNA ISD,4.81209E+11,BUNA H S,GE95
TEXAS,48,4812120,BURKBURNETT ISD,4.81212E+11,BURKBURNETT H S,90-94
TEXAS,48,4812120,BURKBURNETT ISD,4.81212E+11,GATEWAY STUDENT SUPPORT CTR,GE90
TEXAS,48,4812150,BURKEVILLE ISD,4.81215E+11,BURKEVILLE H S,GE80
TEXAS,48,4812180,BURLESON ISD,4.81218E+11,BURLESON H S,95
TEXAS,48,4812180,BURLESON ISD,4.81218E+11,CROSSROADS H S,80-84
TEXAS,48,4812180,BURLESON ISD,4.81218E+11,BURLESON CENTENNIAL H S,98
TEXAS,48,4812220,BURNET CISD,4.81222E+11,BURNET H S,98
TEXAS,48,4812220,BURNET CISD,4.81222E+11,QUEST,80-89
TEXAS,48,4812240,BURTON ISD,4.81224E+11,BURTON H S,GE80
TEXAS,48,4812360,BYNUM ISD,4.81236E+11,BYNUM SCHOOL,GE80
TEXAS,48,4812390,CADDO MILLS ISD,4.81239E+11,CADDO MILLS H S,GE95
TEXAS,48,4812420,CALALLEN ISD,4.81242E+11,CALALLEN H S,92
